JOB ID: 196321
FOLD: 0
HOST: node-38
START: Wed Dec 24 23:09:48 EET 2025
Wed Dec 24 23:09:48 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.144.03             Driver Version: 550.144.03     CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-SXM2-32GB           On  |   00000000:0A:00.0 Off |                    0 |
| N/A   30C    P0             41W /  300W |       1MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[CV] k=10 fold=0
[CV] TRAIN subjects (44): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (6):  ['SC4061E0', 'SC4121E0', 'SC4161E0', 'SC4202E0', 'SC4221E0'] ...
=== DEVICE: cuda ===
=== seq_len=21 stride=1 batch_size=64 ===
=== Transformer: d_model=128 heads=4 layers=2 ff=256 dropout=0.1 ===
=== START TRAIN (SeqTransformer CV fold) ===
[F0] [E01] batch 0000 | loss=1.9601 | acc=0.141
[F0] [E01] batch 0020 | loss=0.6119 | acc=0.781
[F0] [E01] batch 0040 | loss=0.4825 | acc=0.875
[F0] [E01] batch 0060 | loss=0.5200 | acc=0.844
[F0] [E01] batch 0080 | loss=0.4885 | acc=0.875
[F0] [E01] batch 0100 | loss=0.5371 | acc=0.906
[F0] [E01] batch 0120 | loss=0.5218 | acc=0.875
[F0] [E01] batch 0140 | loss=0.5032 | acc=0.922
[F0] [E01] batch 0160 | loss=0.4103 | acc=0.906
[F0] [E01] batch 0180 | loss=0.3295 | acc=0.938
[F0] [E01] batch 0200 | loss=0.3151 | acc=0.969
[F0] [E01] batch 0220 | loss=0.4408 | acc=0.875
[F0] [E01] batch 0240 | loss=0.3602 | acc=0.922
[F0] [E01] batch 0260 | loss=0.3711 | acc=0.938
[F0] [E01] batch 0280 | loss=0.4012 | acc=0.938
[F0] [E01] batch 0300 | loss=0.4146 | acc=0.906
[F0] [E01] batch 0320 | loss=0.3551 | acc=0.953
[F0] [E01] batch 0340 | loss=0.3288 | acc=0.984
[F0] [E01] batch 0360 | loss=0.3926 | acc=0.938
[F0] [E01] batch 0380 | loss=0.3669 | acc=0.922
[F0] [E01] batch 0400 | loss=0.3147 | acc=0.953
[F0] [E01] batch 0420 | loss=0.3415 | acc=0.953
[F0] [E01] batch 0440 | loss=0.3704 | acc=0.969
[F0] [E01] batch 0460 | loss=0.4167 | acc=0.922
[F0] [E01] batch 0480 | loss=0.3198 | acc=0.969
[F0] [E01] batch 0500 | loss=0.3235 | acc=0.953
[F0] [E01] batch 0520 | loss=0.4185 | acc=0.891
[F0] [E01] batch 0540 | loss=0.4417 | acc=0.906
[F0] [E01] batch 0560 | loss=0.3317 | acc=0.938
[F0] [E01] batch 0580 | loss=0.4154 | acc=0.922
[F0] [E01] batch 0600 | loss=0.4187 | acc=0.922
[F0] [E01] batch 0620 | loss=0.4962 | acc=0.922
[F0] [E01] batch 0640 | loss=0.3387 | acc=0.922
[F0] [E01] batch 0660 | loss=0.4455 | acc=0.891
[F0] [E01] batch 0680 | loss=0.4855 | acc=0.891
[F0] [E01] batch 0700 | loss=0.3463 | acc=0.938
[F0] [E01] batch 0720 | loss=0.2501 | acc=1.000
[F0] [E01] batch 0740 | loss=0.4320 | acc=0.875
[F0] [E01] batch 0760 | loss=0.3844 | acc=0.922
[F0] [E01] batch 0780 | loss=0.4165 | acc=0.922
[F0] [E01] batch 0800 | loss=0.5104 | acc=0.859
[F0] [E01] batch 0820 | loss=0.2814 | acc=0.984
[F0] [E01] batch 0840 | loss=0.4231 | acc=0.906
[F0] [E01] batch 0860 | loss=0.3985 | acc=0.922
[F0] [E01] batch 0880 | loss=0.3925 | acc=0.922
[F0] [E01] batch 0900 | loss=0.3723 | acc=0.938
[F0] [E01] batch 0920 | loss=0.2967 | acc=0.969
[F0] [E01] batch 0940 | loss=0.5028 | acc=0.891
[F0] [E01] batch 0960 | loss=0.3474 | acc=0.969
[F0] [E01] batch 0980 | loss=0.4041 | acc=0.906
[F0] [E01] batch 1000 | loss=0.3145 | acc=0.969
[F0] [E01] batch 1020 | loss=0.3222 | acc=0.938
[F0] [E01] batch 1040 | loss=0.4683 | acc=0.891
[F0] [E01] batch 1060 | loss=0.3237 | acc=0.969
[F0] [E01] batch 1080 | loss=0.4271 | acc=0.875
[F0] [E01] batch 1100 | loss=0.3520 | acc=0.938
[F0] [E01] batch 1120 | loss=0.4659 | acc=0.906
[F0] [E01] batch 1140 | loss=0.3671 | acc=0.938
[F0] [E01] batch 1160 | loss=0.3346 | acc=0.969
[F0] [E01] batch 1180 | loss=0.4194 | acc=0.938
[F0] [E01] batch 1200 | loss=0.3204 | acc=0.922
[F0] [E01] batch 1220 | loss=0.4543 | acc=0.922
[F0] [E01] batch 1240 | loss=0.3780 | acc=0.922
[F0] [E01] batch 1260 | loss=0.4629 | acc=0.891
[F0] [E01] batch 1280 | loss=0.4699 | acc=0.906
[F0] [E01] batch 1300 | loss=0.2766 | acc=0.984
[F0] [E01] batch 1320 | loss=0.3722 | acc=0.938
[F0] [E01] batch 1340 | loss=0.3471 | acc=0.953
[F0] [E01] batch 1360 | loss=0.2795 | acc=0.969
[F0] [E01] batch 1380 | loss=0.3477 | acc=0.938
[F0] [E01] batch 1400 | loss=0.4351 | acc=0.859
[F0] [E01] batch 1420 | loss=0.4084 | acc=0.922
[F0] [E01] batch 1440 | loss=0.3877 | acc=0.922
[F0] [E01] batch 1460 | loss=0.4630 | acc=0.875
[F0] [E01] batch 1480 | loss=0.5278 | acc=0.844
[F0] [E01] batch 1500 | loss=0.3520 | acc=0.938
[F0] [E01] batch 1520 | loss=0.3018 | acc=0.969
[F0] [E01] batch 1540 | loss=0.4586 | acc=0.906
[F0] [E01] batch 1560 | loss=0.3804 | acc=0.938
[F0] [E01] batch 1580 | loss=0.2953 | acc=0.984
[F0] [E01] batch 1600 | loss=0.4775 | acc=0.891
[F0] [E01] batch 1620 | loss=0.5080 | acc=0.906
[F0] [E01] batch 1640 | loss=0.3628 | acc=0.953
[F0] [E01] batch 1660 | loss=0.2869 | acc=0.969
[F0] [E01] batch 1680 | loss=0.3501 | acc=0.953
[F0] [E01] batch 1700 | loss=0.4832 | acc=0.859
[F0] [E01] batch 1720 | loss=0.2932 | acc=0.984
[F0] [E01] batch 1740 | loss=0.2932 | acc=0.953
[F0] [E01] batch 1760 | loss=0.3885 | acc=0.891
[F0] [E01] batch 1780 | loss=0.3210 | acc=0.969
[F0] [E01] batch 1800 | loss=0.3981 | acc=0.906
[F0] [E01] batch 1820 | loss=0.2779 | acc=0.984
[F0] [E01] batch 1840 | loss=0.3891 | acc=0.938
[F0] [E01] batch 1860 | loss=0.3937 | acc=0.938
[F0] [E01] total_loss=728.371 | VAL acc=0.909 | F1=0.690 | kappa=0.785
[SAVE] best fold=0 (by VAL F1) -> /scratch/lustre/home/viju8335/projects/sleep-staging-bsc/models/best_seqtransformer_fold0.pth
[F0] [E02] batch 0000 | loss=0.3966 | acc=0.922
[F0] [E02] batch 0020 | loss=0.3206 | acc=0.984
[F0] [E02] batch 0040 | loss=0.4853 | acc=0.891
[F0] [E02] batch 0060 | loss=0.3290 | acc=0.969
[F0] [E02] batch 0080 | loss=0.2834 | acc=0.984
[F0] [E02] batch 0100 | loss=0.4386 | acc=0.875
[F0] [E02] batch 0120 | loss=0.3120 | acc=0.969
[F0] [E02] batch 0140 | loss=0.3061 | acc=0.969
[F0] [E02] batch 0160 | loss=0.4577 | acc=0.891
[F0] [E02] batch 0180 | loss=0.3691 | acc=0.906
[F0] [E02] batch 0200 | loss=0.3713 | acc=0.938
[F0] [E02] batch 0220 | loss=0.5105 | acc=0.906
