[CV] k=10 fold=3
[CV] TRAIN subjects (45): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (5):  ['SC4072E0', 'SC4092E0', 'SC4171E0', 'SC4182E0', 'SC4242E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F3] [E01] batch 0000 | loss=1.6645 | acc=0.207
[F3] [E01] batch 0010 | loss=1.5422 | acc=0.246
[F3] [E01] batch 0020 | loss=1.4283 | acc=0.441
[F3] [E01] batch 0030 | loss=1.3684 | acc=0.473
[F3] [E01] batch 0040 | loss=1.3048 | acc=0.496
[F3] [E01] batch 0050 | loss=1.2199 | acc=0.609
[F3] [E01] batch 0060 | loss=1.1685 | acc=0.621
[F3] [E01] batch 0070 | loss=1.0991 | acc=0.590
[F3] [E01] batch 0080 | loss=1.1431 | acc=0.535
[F3] [E01] batch 0090 | loss=1.0622 | acc=0.645
[F3] [E01] batch 0100 | loss=1.0951 | acc=0.621
[F3] [E01] batch 0110 | loss=0.9722 | acc=0.652
[F3] [E01] batch 0120 | loss=0.9539 | acc=0.691
[F3] [E01] batch 0130 | loss=0.9671 | acc=0.664
[F3] [E01] batch 0140 | loss=0.9674 | acc=0.660
[F3] [E01] batch 0150 | loss=0.9510 | acc=0.695
[F3] [E01] batch 0160 | loss=0.9067 | acc=0.703
[F3] [E01] batch 0170 | loss=0.8915 | acc=0.742
[F3] [E01] batch 0180 | loss=0.9244 | acc=0.656
[F3] [E01] batch 0190 | loss=0.8540 | acc=0.707
[F3] [E01] batch 0200 | loss=0.8310 | acc=0.758
[F3] [E01] batch 0210 | loss=0.8737 | acc=0.715
[F3] [E01] batch 0220 | loss=0.8655 | acc=0.719
[F3] [E01] batch 0230 | loss=0.7961 | acc=0.777
[F3] [E01] batch 0240 | loss=0.8499 | acc=0.699
[F3] [E01] batch 0250 | loss=0.8931 | acc=0.715
[F3] [E01] batch 0260 | loss=0.8525 | acc=0.711
[F3] [E01] batch 0270 | loss=0.8742 | acc=0.695
[F3] [E01] batch 0280 | loss=0.8234 | acc=0.781
[F3] [E01] batch 0290 | loss=0.8204 | acc=0.691
[F3] [E01] batch 0300 | loss=0.8237 | acc=0.754
[F3] [E01] batch 0310 | loss=0.7713 | acc=0.766
[F3] [E01] batch 0320 | loss=0.7680 | acc=0.762
[F3] [E01] batch 0330 | loss=0.8049 | acc=0.727
[F3] [E01] batch 0340 | loss=0.7877 | acc=0.738
[F3] [E01] batch 0350 | loss=0.7461 | acc=0.773
[F3] [E01] batch 0360 | loss=0.7849 | acc=0.754
[F3] [E01] batch 0370 | loss=0.8147 | acc=0.738
[F3] [E01] batch 0380 | loss=0.8526 | acc=0.707
[F3] [E01] batch 0390 | loss=0.8310 | acc=0.746
[F3] [E01] batch 0400 | loss=0.8057 | acc=0.754
[F3] [E01] batch 0410 | loss=0.8533 | acc=0.703
[F3] [E01] batch 0420 | loss=0.8055 | acc=0.734
[F3] [E01] batch 0430 | loss=0.8175 | acc=0.766
[F3] [E01] batch 0440 | loss=0.7113 | acc=0.773
[F3] [E01] batch 0450 | loss=0.8516 | acc=0.711
[F3] [E01] batch 0460 | loss=0.7447 | acc=0.785
[F3] [E01] batch 0470 | loss=0.8207 | acc=0.738
[F3] [E01] batch 0480 | loss=0.8526 | acc=0.719
[F3] [E01] total_loss=454.836 | VAL acc=0.933 | F1=0.751 | kappa=0.845
[SAVE] best fold=3 (by VAL F1)
[F3] [E02] batch 0000 | loss=0.7134 | acc=0.812
[F3] [E02] batch 0010 | loss=0.8195 | acc=0.711
[F3] [E02] batch 0020 | loss=0.7378 | acc=0.750
[F3] [E02] batch 0030 | loss=0.7923 | acc=0.750
[F3] [E02] batch 0040 | loss=0.7591 | acc=0.773
[F3] [E02] batch 0050 | loss=0.7729 | acc=0.723
[F3] [E02] batch 0060 | loss=0.7360 | acc=0.773
[F3] [E02] batch 0070 | loss=0.8020 | acc=0.734
[F3] [E02] batch 0080 | loss=0.8064 | acc=0.730
[F3] [E02] batch 0090 | loss=0.7734 | acc=0.738
[F3] [E02] batch 0100 | loss=0.7639 | acc=0.754
[F3] [E02] batch 0110 | loss=0.8240 | acc=0.754
[F3] [E02] batch 0120 | loss=0.7826 | acc=0.738
[F3] [E02] batch 0130 | loss=0.7366 | acc=0.766
[F3] [E02] batch 0140 | loss=0.6994 | acc=0.805
[F3] [E02] batch 0150 | loss=0.7354 | acc=0.781
[F3] [E02] batch 0160 | loss=0.8495 | acc=0.715
[F3] [E02] batch 0170 | loss=0.7785 | acc=0.734
[F3] [E02] batch 0180 | loss=0.7629 | acc=0.730
[F3] [E02] batch 0190 | loss=0.7473 | acc=0.746
[F3] [E02] batch 0200 | loss=0.7688 | acc=0.781
[F3] [E02] batch 0210 | loss=0.7267 | acc=0.777
[F3] [E02] batch 0220 | loss=0.7448 | acc=0.773
[F3] [E02] batch 0230 | loss=0.7954 | acc=0.734
[F3] [E02] batch 0240 | loss=0.7615 | acc=0.750
[F3] [E02] batch 0250 | loss=0.7909 | acc=0.699
[F3] [E02] batch 0260 | loss=0.7648 | acc=0.758
[F3] [E02] batch 0270 | loss=0.7155 | acc=0.758
[F3] [E02] batch 0280 | loss=0.8599 | acc=0.699
[F3] [E02] batch 0290 | loss=0.8177 | acc=0.738
[F3] [E02] batch 0300 | loss=0.7069 | acc=0.750
[F3] [E02] batch 0310 | loss=0.7100 | acc=0.766
[F3] [E02] batch 0320 | loss=0.7301 | acc=0.762
[F3] [E02] batch 0330 | loss=0.7470 | acc=0.754
