[CV] k=5 fold=1
[CV] TRAIN subjects (40): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4022E0', 'SC4032E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (10):  ['SC4021E0', 'SC4031E0', 'SC4041E0', 'SC4072E0', 'SC4092E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F1] [E01] batch 0000 | loss=1.6473 | acc=0.238
[F1] [E01] batch 0010 | loss=1.5365 | acc=0.270
[F1] [E01] batch 0020 | loss=1.4364 | acc=0.449
[F1] [E01] batch 0030 | loss=1.3443 | acc=0.523
[F1] [E01] batch 0040 | loss=1.2965 | acc=0.531
[F1] [E01] batch 0050 | loss=1.2363 | acc=0.582
[F1] [E01] batch 0060 | loss=1.2336 | acc=0.531
[F1] [E01] batch 0070 | loss=1.1260 | acc=0.566
[F1] [E01] batch 0080 | loss=1.0959 | acc=0.645
[F1] [E01] batch 0090 | loss=1.1022 | acc=0.578
[F1] [E01] batch 0100 | loss=1.1218 | acc=0.562
[F1] [E01] batch 0110 | loss=0.9872 | acc=0.672
[F1] [E01] batch 0120 | loss=1.0480 | acc=0.633
[F1] [E01] batch 0130 | loss=0.9544 | acc=0.691
[F1] [E01] batch 0140 | loss=1.0122 | acc=0.645
[F1] [E01] batch 0150 | loss=0.9484 | acc=0.656
[F1] [E01] batch 0160 | loss=0.8991 | acc=0.719
[F1] [E01] batch 0170 | loss=0.9052 | acc=0.691
[F1] [E01] batch 0180 | loss=0.9014 | acc=0.703
[F1] [E01] batch 0190 | loss=0.9367 | acc=0.656
[F1] [E01] batch 0200 | loss=0.9312 | acc=0.648
[F1] [E01] batch 0210 | loss=0.8444 | acc=0.695
[F1] [E01] batch 0220 | loss=0.8712 | acc=0.711
[F1] [E01] batch 0230 | loss=0.8197 | acc=0.742
[F1] [E01] batch 0240 | loss=0.8361 | acc=0.734
[F1] [E01] batch 0250 | loss=0.8008 | acc=0.754
[F1] [E01] batch 0260 | loss=0.8399 | acc=0.734
[F1] [E01] batch 0270 | loss=0.8532 | acc=0.734
[F1] [E01] batch 0280 | loss=0.8574 | acc=0.688
[F1] [E01] batch 0290 | loss=0.8194 | acc=0.742
[F1] [E01] batch 0300 | loss=0.8602 | acc=0.711
[F1] [E01] batch 0310 | loss=0.8544 | acc=0.711
[F1] [E01] batch 0320 | loss=0.8461 | acc=0.746
[F1] [E01] batch 0330 | loss=0.8959 | acc=0.699
[F1] [E01] batch 0340 | loss=0.8475 | acc=0.738
[F1] [E01] batch 0350 | loss=0.8590 | acc=0.676
[F1] [E01] batch 0360 | loss=0.7661 | acc=0.750
[F1] [E01] batch 0370 | loss=0.7646 | acc=0.723
[F1] [E01] batch 0380 | loss=0.8496 | acc=0.727
[F1] [E01] batch 0390 | loss=0.7981 | acc=0.734
[F1] [E01] batch 0400 | loss=0.8683 | acc=0.734
[F1] [E01] batch 0410 | loss=0.7114 | acc=0.793
[F1] [E01] batch 0420 | loss=0.7730 | acc=0.750
[F1] [E01] total_loss=416.100 | VAL acc=0.928 | F1=0.754 | kappa=0.833
[SAVE] best fold=1 (by VAL F1)
[F1] [E02] batch 0000 | loss=0.8246 | acc=0.750
[F1] [E02] batch 0010 | loss=0.8524 | acc=0.695
[F1] [E02] batch 0020 | loss=0.8121 | acc=0.727
[F1] [E02] batch 0030 | loss=0.7318 | acc=0.770
[F1] [E02] batch 0040 | loss=0.8195 | acc=0.719
[F1] [E02] batch 0050 | loss=0.7718 | acc=0.781
[F1] [E02] batch 0060 | loss=0.8356 | acc=0.707
[F1] [E02] batch 0070 | loss=0.7862 | acc=0.766
[F1] [E02] batch 0080 | loss=0.7384 | acc=0.801
[F1] [E02] batch 0090 | loss=0.7682 | acc=0.746
[F1] [E02] batch 0100 | loss=0.8067 | acc=0.727
[F1] [E02] batch 0110 | loss=0.7666 | acc=0.727
[F1] [E02] batch 0120 | loss=0.6939 | acc=0.777
[F1] [E02] batch 0130 | loss=0.7334 | acc=0.789
[F1] [E02] batch 0140 | loss=0.6960 | acc=0.809
[F1] [E02] batch 0150 | loss=0.8005 | acc=0.738
[F1] [E02] batch 0160 | loss=0.7857 | acc=0.746
[F1] [E02] batch 0170 | loss=0.7542 | acc=0.746
[F1] [E02] batch 0180 | loss=0.7063 | acc=0.781
[F1] [E02] batch 0190 | loss=0.7514 | acc=0.773
[F1] [E02] batch 0200 | loss=0.7218 | acc=0.750
[F1] [E02] batch 0210 | loss=0.7865 | acc=0.750
[F1] [E02] batch 0220 | loss=0.7979 | acc=0.699
[F1] [E02] batch 0230 | loss=0.7489 | acc=0.777
[F1] [E02] batch 0240 | loss=0.7455 | acc=0.762
[F1] [E02] batch 0250 | loss=0.7323 | acc=0.785
[F1] [E02] batch 0260 | loss=0.8041 | acc=0.723
[F1] [E02] batch 0270 | loss=0.7990 | acc=0.758
[F1] [E02] batch 0280 | loss=0.7246 | acc=0.797
[F1] [E02] batch 0290 | loss=0.7899 | acc=0.758
[F1] [E02] batch 0300 | loss=0.7541 | acc=0.781
[F1] [E02] batch 0310 | loss=0.7133 | acc=0.746
[F1] [E02] batch 0320 | loss=0.7517 | acc=0.762
[F1] [E02] batch 0330 | loss=0.7375 | acc=0.762
[F1] [E02] batch 0340 | loss=0.7679 | acc=0.746
[F1] [E02] batch 0350 | loss=0.7103 | acc=0.754
[F1] [E02] batch 0360 | loss=0.8742 | acc=0.684
[F1] [E02] batch 0370 | loss=0.7106 | acc=0.766
[F1] [E02] batch 0380 | loss=0.6955 | acc=0.785
[F1] [E02] batch 0390 | loss=0.6973 | acc=0.805
[F1] [E02] batch 0400 | loss=0.7333 | acc=0.758
[F1] [E02] batch 0410 | loss=0.7779 | acc=0.773
[F1] [E02] batch 0420 | loss=0.7363 | acc=0.758
[F1] [E02] total_loss=327.216 | VAL acc=0.924 | F1=0.744 | kappa=0.822
[F1] [E03] batch 0000 | loss=0.7551 | acc=0.758
[F1] [E03] batch 0010 | loss=0.7482 | acc=0.766
[F1] [E03] batch 0020 | loss=0.7008 | acc=0.758
[F1] [E03] batch 0030 | loss=0.7667 | acc=0.742
[F1] [E03] batch 0040 | loss=0.7740 | acc=0.730
[F1] [E03] batch 0050 | loss=0.7543 | acc=0.770
[F1] [E03] batch 0060 | loss=0.7122 | acc=0.793
[F1] [E03] batch 0070 | loss=0.7063 | acc=0.758
[F1] [E03] batch 0080 | loss=0.7475 | acc=0.758
[F1] [E03] batch 0090 | loss=0.7474 | acc=0.730
[F1] [E03] batch 0100 | loss=0.7587 | acc=0.770
[F1] [E03] batch 0110 | loss=0.7540 | acc=0.789
[F1] [E03] batch 0120 | loss=0.6875 | acc=0.820
[F1] [E03] batch 0130 | loss=0.7574 | acc=0.785
[F1] [E03] batch 0140 | loss=0.7902 | acc=0.734
[F1] [E03] batch 0150 | loss=0.7428 | acc=0.770
[F1] [E03] batch 0160 | loss=0.7617 | acc=0.719
[F1] [E03] batch 0170 | loss=0.7175 | acc=0.781
[F1] [E03] batch 0180 | loss=0.7381 | acc=0.777
[F1] [E03] batch 0190 | loss=0.7793 | acc=0.773
[F1] [E03] batch 0200 | loss=0.7136 | acc=0.754
[F1] [E03] batch 0210 | loss=0.7496 | acc=0.773
[F1] [E03] batch 0220 | loss=0.7344 | acc=0.762
[F1] [E03] batch 0230 | loss=0.7484 | acc=0.762
[F1] [E03] batch 0240 | loss=0.7897 | acc=0.750
[F1] [E03] batch 0250 | loss=0.7131 | acc=0.781
[F1] [E03] batch 0260 | loss=0.7094 | acc=0.793
[F1] [E03] batch 0270 | loss=0.7443 | acc=0.762
[F1] [E03] batch 0280 | loss=0.8273 | acc=0.723
[F1] [E03] batch 0290 | loss=0.7804 | acc=0.762
[F1] [E03] batch 0300 | loss=0.7567 | acc=0.766
[F1] [E03] batch 0310 | loss=0.6508 | acc=0.824
[F1] [E03] batch 0320 | loss=0.7647 | acc=0.762
[F1] [E03] batch 0330 | loss=0.6943 | acc=0.793
[F1] [E03] batch 0340 | loss=0.6984 | acc=0.770
[F1] [E03] batch 0350 | loss=0.6980 | acc=0.801
[F1] [E03] batch 0360 | loss=0.7624 | acc=0.750
[F1] [E03] batch 0370 | loss=0.7300 | acc=0.789
[F1] [E03] batch 0380 | loss=0.7262 | acc=0.766
[F1] [E03] batch 0390 | loss=0.7001 | acc=0.785
[F1] [E03] batch 0400 | loss=0.7447 | acc=0.746
[F1] [E03] batch 0410 | loss=0.7292 | acc=0.770
[F1] [E03] batch 0420 | loss=0.7374 | acc=0.773
[F1] [E03] total_loss=315.271 | VAL acc=0.937 | F1=0.760 | kappa=0.852
[SAVE] best fold=1 (by VAL F1)
[F1] [E04] batch 0000 | loss=0.7699 | acc=0.773
[F1] [E04] batch 0010 | loss=0.7111 | acc=0.762
[F1] [E04] batch 0020 | loss=0.7147 | acc=0.773
[F1] [E04] batch 0030 | loss=0.8184 | acc=0.715
[F1] [E04] batch 0040 | loss=0.6625 | acc=0.816
[F1] [E04] batch 0050 | loss=0.6870 | acc=0.793
[F1] [E04] batch 0060 | loss=0.7354 | acc=0.785
[F1] [E04] batch 0070 | loss=0.7273 | acc=0.781
[F1] [E04] batch 0080 | loss=0.6605 | acc=0.805
[F1] [E04] batch 0090 | loss=0.7643 | acc=0.773
[F1] [E04] batch 0100 | loss=0.6975 | acc=0.777
[F1] [E04] batch 0110 | loss=0.7379 | acc=0.773
[F1] [E04] batch 0120 | loss=0.7301 | acc=0.758
[F1] [E04] batch 0130 | loss=0.7045 | acc=0.805
[F1] [E04] batch 0140 | loss=0.6660 | acc=0.797
[F1] [E04] batch 0150 | loss=0.7322 | acc=0.793
[F1] [E04] batch 0160 | loss=0.7071 | acc=0.762
[F1] [E04] batch 0170 | loss=0.7230 | acc=0.762
[F1] [E04] batch 0180 | loss=0.7246 | acc=0.797
[F1] [E04] batch 0190 | loss=0.6725 | acc=0.820
[F1] [E04] batch 0200 | loss=0.7198 | acc=0.762
[F1] [E04] batch 0210 | loss=0.6819 | acc=0.805
[F1] [E04] batch 0220 | loss=0.6914 | acc=0.805
[F1] [E04] batch 0230 | loss=0.7481 | acc=0.770
[F1] [E04] batch 0240 | loss=0.6917 | acc=0.797
[F1] [E04] batch 0250 | loss=0.7429 | acc=0.770
[F1] [E04] batch 0260 | loss=0.7544 | acc=0.762
[F1] [E04] batch 0270 | loss=0.7331 | acc=0.750
[F1] [E04] batch 0280 | loss=0.7152 | acc=0.777
[F1] [E04] batch 0290 | loss=0.6755 | acc=0.820
[F1] [E04] batch 0300 | loss=0.6450 | acc=0.812
[F1] [E04] batch 0310 | loss=0.6641 | acc=0.805
[F1] [E04] batch 0320 | loss=0.6772 | acc=0.789
[F1] [E04] batch 0330 | loss=0.6887 | acc=0.801
[F1] [E04] batch 0340 | loss=0.6399 | acc=0.848
[F1] [E04] batch 0350 | loss=0.6746 | acc=0.805
[F1] [E04] batch 0360 | loss=0.7877 | acc=0.730
[F1] [E04] batch 0370 | loss=0.6901 | acc=0.805
[F1] [E04] batch 0380 | loss=0.6973 | acc=0.797
[F1] [E04] batch 0390 | loss=0.7418 | acc=0.766
[F1] [E04] batch 0400 | loss=0.7652 | acc=0.723
[F1] [E04] batch 0410 | loss=0.7694 | acc=0.734
[F1] [E04] batch 0420 | loss=0.6846 | acc=0.770
[F1] [E04] total_loss=308.440 | VAL acc=0.916 | F1=0.714 | kappa=0.802
[F1] [E05] batch 0000 | loss=0.6498 | acc=0.828
[F1] [E05] batch 0010 | loss=0.7569 | acc=0.730
[F1] [E05] batch 0020 | loss=0.6104 | acc=0.852
[F1] [E05] batch 0030 | loss=0.7757 | acc=0.770
[F1] [E05] batch 0040 | loss=0.6554 | acc=0.816
[F1] [E05] batch 0050 | loss=0.7031 | acc=0.758
[F1] [E05] batch 0060 | loss=0.6914 | acc=0.789
[F1] [E05] batch 0070 | loss=0.7161 | acc=0.789
[F1] [E05] batch 0080 | loss=0.6730 | acc=0.836
[F1] [E05] batch 0090 | loss=0.6963 | acc=0.773
[F1] [E05] batch 0100 | loss=0.7448 | acc=0.758
[F1] [E05] batch 0110 | loss=0.6391 | acc=0.824
[F1] [E05] batch 0120 | loss=0.7851 | acc=0.746
[F1] [E05] batch 0130 | loss=0.7460 | acc=0.812
[F1] [E05] batch 0140 | loss=0.7265 | acc=0.785
[F1] [E05] batch 0150 | loss=0.6472 | acc=0.812
[F1] [E05] batch 0160 | loss=0.7554 | acc=0.762
[F1] [E05] batch 0170 | loss=0.7200 | acc=0.770
[F1] [E05] batch 0180 | loss=0.7225 | acc=0.781
[F1] [E05] batch 0190 | loss=0.6950 | acc=0.797
[F1] [E05] batch 0200 | loss=0.7468 | acc=0.770
[F1] [E05] batch 0210 | loss=0.7050 | acc=0.801
[F1] [E05] batch 0220 | loss=0.6875 | acc=0.805
[F1] [E05] batch 0230 | loss=0.7194 | acc=0.766
[F1] [E05] batch 0240 | loss=0.7062 | acc=0.789
[F1] [E05] batch 0250 | loss=0.6764 | acc=0.809
[F1] [E05] batch 0260 | loss=0.6797 | acc=0.793
[F1] [E05] batch 0270 | loss=0.6843 | acc=0.797
[F1] [E05] batch 0280 | loss=0.7017 | acc=0.777
[F1] [E05] batch 0290 | loss=0.7238 | acc=0.750
[F1] [E05] batch 0300 | loss=0.6525 | acc=0.836
[F1] [E05] batch 0310 | loss=0.6396 | acc=0.844
[F1] [E05] batch 0320 | loss=0.7485 | acc=0.758
[F1] [E05] batch 0330 | loss=0.6451 | acc=0.852
[F1] [E05] batch 0340 | loss=0.7232 | acc=0.777
[F1] [E05] batch 0350 | loss=0.7218 | acc=0.797
[F1] [E05] batch 0360 | loss=0.7226 | acc=0.777
[F1] [E05] batch 0370 | loss=0.6717 | acc=0.824
[F1] [E05] batch 0380 | loss=0.7627 | acc=0.781
[F1] [E05] batch 0390 | loss=0.6598 | acc=0.840
[F1] [E05] batch 0400 | loss=0.7226 | acc=0.789
[F1] [E05] batch 0410 | loss=0.6986 | acc=0.781
[F1] [E05] batch 0420 | loss=0.7166 | acc=0.766
[F1] [E05] total_loss=303.945 | VAL acc=0.939 | F1=0.792 | kappa=0.857
[SAVE] best fold=1 (by VAL F1)
[F1] [E06] batch 0000 | loss=0.6854 | acc=0.809
[F1] [E06] batch 0010 | loss=0.6857 | acc=0.809
[F1] [E06] batch 0020 | loss=0.7199 | acc=0.801
[F1] [E06] batch 0030 | loss=0.6694 | acc=0.809
[F1] [E06] batch 0040 | loss=0.7012 | acc=0.789
[F1] [E06] batch 0050 | loss=0.7633 | acc=0.777
[F1] [E06] batch 0060 | loss=0.7031 | acc=0.809
[F1] [E06] batch 0070 | loss=0.7047 | acc=0.793
[F1] [E06] batch 0080 | loss=0.6603 | acc=0.840
[F1] [E06] batch 0090 | loss=0.8337 | acc=0.730
[F1] [E06] batch 0100 | loss=0.6381 | acc=0.840
[F1] [E06] batch 0110 | loss=0.6894 | acc=0.785
[F1] [E06] batch 0120 | loss=0.6890 | acc=0.781
[F1] [E06] batch 0130 | loss=0.6774 | acc=0.793
[F1] [E06] batch 0140 | loss=0.7340 | acc=0.758
[F1] [E06] batch 0150 | loss=0.7069 | acc=0.762
[F1] [E06] batch 0160 | loss=0.7023 | acc=0.766
[F1] [E06] batch 0170 | loss=0.6929 | acc=0.801
[F1] [E06] batch 0180 | loss=0.7093 | acc=0.785
[F1] [E06] batch 0190 | loss=0.6924 | acc=0.793
[F1] [E06] batch 0200 | loss=0.7005 | acc=0.789
[F1] [E06] batch 0210 | loss=0.6921 | acc=0.797
[F1] [E06] batch 0220 | loss=0.6782 | acc=0.785
[F1] [E06] batch 0230 | loss=0.6892 | acc=0.805
[F1] [E06] batch 0240 | loss=0.6959 | acc=0.824
[F1] [E06] batch 0250 | loss=0.7533 | acc=0.762
[F1] [E06] batch 0260 | loss=0.6722 | acc=0.820
[F1] [E06] batch 0270 | loss=0.6363 | acc=0.832
[F1] [E06] batch 0280 | loss=0.7908 | acc=0.766
[F1] [E06] batch 0290 | loss=0.6862 | acc=0.793
[F1] [E06] batch 0300 | loss=0.7161 | acc=0.785
[F1] [E06] batch 0310 | loss=0.6583 | acc=0.812
[F1] [E06] batch 0320 | loss=0.7599 | acc=0.746
[F1] [E06] batch 0330 | loss=0.6800 | acc=0.781
[F1] [E06] batch 0340 | loss=0.7569 | acc=0.766
[F1] [E06] batch 0350 | loss=0.6634 | acc=0.781
[F1] [E06] batch 0360 | loss=0.7328 | acc=0.773
[F1] [E06] batch 0370 | loss=0.6163 | acc=0.820
[F1] [E06] batch 0380 | loss=0.6525 | acc=0.809
[F1] [E06] batch 0390 | loss=0.6375 | acc=0.824
[F1] [E06] batch 0400 | loss=0.7164 | acc=0.773
[F1] [E06] batch 0410 | loss=0.6438 | acc=0.820
[F1] [E06] batch 0420 | loss=0.6616 | acc=0.836
[F1] [E06] total_loss=300.763 | VAL acc=0.934 | F1=0.771 | kappa=0.847
[F1] [E07] batch 0000 | loss=0.7427 | acc=0.762
[F1] [E07] batch 0010 | loss=0.7233 | acc=0.789
[F1] [E07] batch 0020 | loss=0.7087 | acc=0.785
[F1] [E07] batch 0030 | loss=0.6812 | acc=0.816
[F1] [E07] batch 0040 | loss=0.7374 | acc=0.766
[F1] [E07] batch 0050 | loss=0.6740 | acc=0.793
[F1] [E07] batch 0060 | loss=0.7050 | acc=0.738
[F1] [E07] batch 0070 | loss=0.7241 | acc=0.766
[F1] [E07] batch 0080 | loss=0.7132 | acc=0.773
[F1] [E07] batch 0090 | loss=0.7807 | acc=0.766
[F1] [E07] batch 0100 | loss=0.7051 | acc=0.766
[F1] [E07] batch 0110 | loss=0.6754 | acc=0.812
[F1] [E07] batch 0120 | loss=0.6530 | acc=0.828
[F1] [E07] batch 0130 | loss=0.7180 | acc=0.770
[F1] [E07] batch 0140 | loss=0.6549 | acc=0.785
[F1] [E07] batch 0150 | loss=0.6853 | acc=0.824
[F1] [E07] batch 0160 | loss=0.7547 | acc=0.746
[F1] [E07] batch 0170 | loss=0.6415 | acc=0.832
[F1] [E07] batch 0180 | loss=0.7041 | acc=0.773
[F1] [E07] batch 0190 | loss=0.7328 | acc=0.734
[F1] [E07] batch 0200 | loss=0.7799 | acc=0.770
[F1] [E07] batch 0210 | loss=0.7198 | acc=0.762
[F1] [E07] batch 0220 | loss=0.6119 | acc=0.848
[F1] [E07] batch 0230 | loss=0.7421 | acc=0.773
[F1] [E07] batch 0240 | loss=0.6899 | acc=0.805
[F1] [E07] batch 0250 | loss=0.7037 | acc=0.785
[F1] [E07] batch 0260 | loss=0.6682 | acc=0.805
[F1] [E07] batch 0270 | loss=0.7006 | acc=0.766
[F1] [E07] batch 0280 | loss=0.6633 | acc=0.820
[F1] [E07] batch 0290 | loss=0.7430 | acc=0.750
