[CV] k=10 fold=5
[CV] TRAIN subjects (45): ['SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0', 'SC4031E0'] ...
[CV] VAL   subjects (1):   ['SC4002E0']
[CV] TEST  subjects (5):  ['SC4001E0', 'SC4052E0', 'SC4141E0', 'SC4172E0', 'SC4231E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F5] [E01] batch 0000 | loss=1.6680 | acc=0.172
[F5] [E01] batch 0010 | loss=1.5271 | acc=0.266
[F5] [E01] batch 0020 | loss=1.4211 | acc=0.480
[F5] [E01] batch 0030 | loss=1.3387 | acc=0.512
[F5] [E01] batch 0040 | loss=1.2847 | acc=0.574
[F5] [E01] batch 0050 | loss=1.2455 | acc=0.547
[F5] [E01] batch 0060 | loss=1.2075 | acc=0.574
[F5] [E01] batch 0070 | loss=1.1616 | acc=0.570
[F5] [E01] batch 0080 | loss=1.1270 | acc=0.559
[F5] [E01] batch 0090 | loss=1.1151 | acc=0.562
[F5] [E01] batch 0100 | loss=1.0196 | acc=0.660
[F5] [E01] batch 0110 | loss=1.0323 | acc=0.633
[F5] [E01] batch 0120 | loss=1.0072 | acc=0.652
[F5] [E01] batch 0130 | loss=0.9298 | acc=0.719
[F5] [E01] batch 0140 | loss=0.9837 | acc=0.656
[F5] [E01] batch 0150 | loss=0.9703 | acc=0.656
[F5] [E01] batch 0160 | loss=0.8971 | acc=0.703
[F5] [E01] batch 0170 | loss=0.8843 | acc=0.734
[F5] [E01] batch 0180 | loss=0.8849 | acc=0.711
[F5] [E01] batch 0190 | loss=0.8539 | acc=0.730
[F5] [E01] batch 0200 | loss=0.9033 | acc=0.676
[F5] [E01] batch 0210 | loss=0.8404 | acc=0.754
[F5] [E01] batch 0220 | loss=0.8214 | acc=0.723
[F5] [E01] batch 0230 | loss=0.8433 | acc=0.758
[F5] [E01] batch 0240 | loss=0.9017 | acc=0.672
[F5] [E01] batch 0250 | loss=0.8116 | acc=0.738
[F5] [E01] batch 0260 | loss=0.7835 | acc=0.773
[F5] [E01] batch 0270 | loss=0.8181 | acc=0.723
[F5] [E01] batch 0280 | loss=0.8128 | acc=0.750
[F5] [E01] batch 0290 | loss=0.7851 | acc=0.766
[F5] [E01] batch 0300 | loss=0.7767 | acc=0.777
[F5] [E01] batch 0310 | loss=0.8627 | acc=0.684
[F5] [E01] batch 0320 | loss=0.8684 | acc=0.699
[F5] [E01] batch 0330 | loss=0.8316 | acc=0.727
[F5] [E01] batch 0340 | loss=0.7424 | acc=0.789
[F5] [E01] batch 0350 | loss=0.7938 | acc=0.742
[F5] [E01] batch 0360 | loss=0.7617 | acc=0.762
[F5] [E01] batch 0370 | loss=0.8593 | acc=0.715
[F5] [E01] batch 0380 | loss=0.7267 | acc=0.801
[F5] [E01] batch 0390 | loss=0.8206 | acc=0.711
[F5] [E01] batch 0400 | loss=0.7871 | acc=0.766
[F5] [E01] batch 0410 | loss=0.7761 | acc=0.750
[F5] [E01] batch 0420 | loss=0.7696 | acc=0.770
[F5] [E01] batch 0430 | loss=0.8216 | acc=0.707
