[CV] k=10 fold=4
[CV] TRAIN subjects (45): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (5):  ['SC4042E0', 'SC4081E0', 'SC4122E0', 'SC4131E0', 'SC4222E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F4] [E01] batch 0000 | loss=1.6646 | acc=0.184
[F4] [E01] batch 0010 | loss=1.5225 | acc=0.273
[F4] [E01] batch 0020 | loss=1.4610 | acc=0.414
[F4] [E01] batch 0030 | loss=1.3382 | acc=0.527
[F4] [E01] batch 0040 | loss=1.3260 | acc=0.555
[F4] [E01] batch 0050 | loss=1.2577 | acc=0.547
[F4] [E01] batch 0060 | loss=1.1757 | acc=0.582
[F4] [E01] batch 0070 | loss=1.1632 | acc=0.570
[F4] [E01] batch 0080 | loss=1.1180 | acc=0.551
[F4] [E01] batch 0090 | loss=1.0367 | acc=0.645
[F4] [E01] batch 0100 | loss=0.9927 | acc=0.688
[F4] [E01] batch 0110 | loss=1.0289 | acc=0.633
[F4] [E01] batch 0120 | loss=0.9946 | acc=0.684
[F4] [E01] batch 0130 | loss=1.0731 | acc=0.594
[F4] [E01] batch 0140 | loss=0.9862 | acc=0.641
[F4] [E01] batch 0150 | loss=0.9546 | acc=0.648
[F4] [E01] batch 0160 | loss=0.9074 | acc=0.715
[F4] [E01] batch 0170 | loss=0.9309 | acc=0.656
[F4] [E01] batch 0180 | loss=0.9566 | acc=0.652
[F4] [E01] batch 0190 | loss=0.8738 | acc=0.730
[F4] [E01] batch 0200 | loss=0.9362 | acc=0.672
[F4] [E01] batch 0210 | loss=0.8327 | acc=0.758
[F4] [E01] batch 0220 | loss=0.9243 | acc=0.621
[F4] [E01] batch 0230 | loss=0.8328 | acc=0.715
[F4] [E01] batch 0240 | loss=0.8849 | acc=0.691
[F4] [E01] batch 0250 | loss=0.8283 | acc=0.746
[F4] [E01] batch 0260 | loss=0.8642 | acc=0.715
[F4] [E01] batch 0270 | loss=0.8893 | acc=0.680
[F4] [E01] batch 0280 | loss=0.8198 | acc=0.719
