[CV] k=10 fold=9
[CV] TRAIN subjects (45): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (5):  ['SC4032E0', 'SC4071E0', 'SC4142E0', 'SC4192E0', 'SC4212E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F9] [E01] batch 0000 | loss=1.6850 | acc=0.188
[F9] [E01] batch 0010 | loss=1.5243 | acc=0.277
[F9] [E01] batch 0020 | loss=1.4503 | acc=0.422
[F9] [E01] batch 0030 | loss=1.3253 | acc=0.562
[F9] [E01] batch 0040 | loss=1.2842 | acc=0.566
[F9] [E01] batch 0050 | loss=1.2474 | acc=0.531
[F9] [E01] batch 0060 | loss=1.1555 | acc=0.613
[F9] [E01] batch 0070 | loss=1.1405 | acc=0.574
[F9] [E01] batch 0080 | loss=1.1324 | acc=0.602
[F9] [E01] batch 0090 | loss=1.1369 | acc=0.551
[F9] [E01] batch 0100 | loss=0.9885 | acc=0.684
[F9] [E01] batch 0110 | loss=1.0082 | acc=0.652
[F9] [E01] batch 0120 | loss=0.9639 | acc=0.660
[F9] [E01] batch 0130 | loss=0.9871 | acc=0.656
[F9] [E01] batch 0140 | loss=0.9502 | acc=0.672
[F9] [E01] batch 0150 | loss=0.9472 | acc=0.684
[F9] [E01] batch 0160 | loss=0.9379 | acc=0.652
[F9] [E01] batch 0170 | loss=0.9807 | acc=0.676
[F9] [E01] batch 0180 | loss=0.8483 | acc=0.730
[F9] [E01] batch 0190 | loss=0.8566 | acc=0.688
[F9] [E01] batch 0200 | loss=0.8344 | acc=0.703
[F9] [E01] batch 0210 | loss=0.8255 | acc=0.762
[F9] [E01] batch 0220 | loss=0.8943 | acc=0.699
[F9] [E01] batch 0230 | loss=0.8807 | acc=0.723
[F9] [E01] batch 0240 | loss=0.8479 | acc=0.734
[F9] [E01] batch 0250 | loss=0.8293 | acc=0.723
[F9] [E01] batch 0260 | loss=0.8282 | acc=0.742
[F9] [E01] batch 0270 | loss=0.8626 | acc=0.691
[F9] [E01] batch 0280 | loss=0.7985 | acc=0.723
[F9] [E01] batch 0290 | loss=0.8220 | acc=0.730
[F9] [E01] batch 0300 | loss=0.8196 | acc=0.703
[F9] [E01] batch 0310 | loss=0.7853 | acc=0.738
[F9] [E01] batch 0320 | loss=0.7846 | acc=0.758
[F9] [E01] batch 0330 | loss=0.8113 | acc=0.746
[F9] [E01] batch 0340 | loss=0.7812 | acc=0.770
[F9] [E01] batch 0350 | loss=0.8118 | acc=0.715
[F9] [E01] batch 0360 | loss=0.7744 | acc=0.781
[F9] [E01] batch 0370 | loss=0.8546 | acc=0.691
[F9] [E01] batch 0380 | loss=0.8040 | acc=0.750
[F9] [E01] batch 0390 | loss=0.7832 | acc=0.715
[F9] [E01] batch 0400 | loss=0.7247 | acc=0.789
[F9] [E01] batch 0410 | loss=0.7850 | acc=0.762
[F9] [E01] batch 0420 | loss=0.8094 | acc=0.715
[F9] [E01] batch 0430 | loss=0.8597 | acc=0.695
[F9] [E01] batch 0440 | loss=0.8108 | acc=0.703
[F9] [E01] batch 0450 | loss=0.7994 | acc=0.738
[F9] [E01] batch 0460 | loss=0.8567 | acc=0.707
[F9] [E01] batch 0470 | loss=0.7675 | acc=0.758
[F9] [E01] total_loss=454.512 | VAL acc=0.932 | F1=0.762 | kappa=0.843
[SAVE] best fold=9 (by VAL F1)
[F9] [E02] batch 0000 | loss=0.8218 | acc=0.695
[F9] [E02] batch 0010 | loss=0.7601 | acc=0.758
[F9] [E02] batch 0020 | loss=0.7594 | acc=0.777
[F9] [E02] batch 0030 | loss=0.7872 | acc=0.746
[F9] [E02] batch 0040 | loss=0.7680 | acc=0.742
[F9] [E02] batch 0050 | loss=0.8180 | acc=0.719
[F9] [E02] batch 0060 | loss=0.7416 | acc=0.770
[F9] [E02] batch 0070 | loss=0.7781 | acc=0.766
[F9] [E02] batch 0080 | loss=0.8113 | acc=0.723
[F9] [E02] batch 0090 | loss=0.7972 | acc=0.770
[F9] [E02] batch 0100 | loss=0.7128 | acc=0.789
[F9] [E02] batch 0110 | loss=0.8150 | acc=0.699
[F9] [E02] batch 0120 | loss=0.8141 | acc=0.719
[F9] [E02] batch 0130 | loss=0.7470 | acc=0.762
[F9] [E02] batch 0140 | loss=0.7727 | acc=0.742
[F9] [E02] batch 0150 | loss=0.8016 | acc=0.738
[F9] [E02] batch 0160 | loss=0.7666 | acc=0.738
[F9] [E02] batch 0170 | loss=0.7333 | acc=0.758
[F9] [E02] batch 0180 | loss=0.7939 | acc=0.703
[F9] [E02] batch 0190 | loss=0.7687 | acc=0.785
[F9] [E02] batch 0200 | loss=0.8348 | acc=0.691
[F9] [E02] batch 0210 | loss=0.7755 | acc=0.797
[F9] [E02] batch 0220 | loss=0.7312 | acc=0.793
[F9] [E02] batch 0230 | loss=0.7712 | acc=0.766
[F9] [E02] batch 0240 | loss=0.7812 | acc=0.758
[F9] [E02] batch 0250 | loss=0.7578 | acc=0.742
[F9] [E02] batch 0260 | loss=0.7319 | acc=0.785
[F9] [E02] batch 0270 | loss=0.7824 | acc=0.758
[F9] [E02] batch 0280 | loss=0.7367 | acc=0.770
[F9] [E02] batch 0290 | loss=0.7662 | acc=0.766
[F9] [E02] batch 0300 | loss=0.7421 | acc=0.746
[F9] [E02] batch 0310 | loss=0.8280 | acc=0.680
[F9] [E02] batch 0320 | loss=0.7871 | acc=0.754
[F9] [E02] batch 0330 | loss=0.7421 | acc=0.762
[F9] [E02] batch 0340 | loss=0.7427 | acc=0.715
[F9] [E02] batch 0350 | loss=0.7258 | acc=0.785
[F9] [E02] batch 0360 | loss=0.7706 | acc=0.781
[F9] [E02] batch 0370 | loss=0.7091 | acc=0.801
[F9] [E02] batch 0380 | loss=0.7341 | acc=0.762
[F9] [E02] batch 0390 | loss=0.7843 | acc=0.742
