[CV] k=10 fold=1
[CV] TRAIN subjects (45): ['SC4002E0', 'SC4011E0', 'SC4021E0', 'SC4022E0', 'SC4031E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (5):  ['SC4012E0', 'SC4062E0', 'SC4082E0', 'SC4152E0', 'SC4162E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F1] [E01] batch 0000 | loss=1.6925 | acc=0.180
[F1] [E01] batch 0010 | loss=1.5266 | acc=0.238
[F1] [E01] batch 0020 | loss=1.4213 | acc=0.516
[F1] [E01] batch 0030 | loss=1.3635 | acc=0.477
[F1] [E01] batch 0040 | loss=1.3097 | acc=0.512
[F1] [E01] batch 0050 | loss=1.2115 | acc=0.617
[F1] [E01] batch 0060 | loss=1.2127 | acc=0.547
[F1] [E01] batch 0070 | loss=1.1724 | acc=0.582
[F1] [E01] batch 0080 | loss=1.1010 | acc=0.605
[F1] [E01] batch 0090 | loss=1.0576 | acc=0.645
[F1] [E01] batch 0100 | loss=0.9980 | acc=0.688
[F1] [E01] batch 0110 | loss=1.0386 | acc=0.648
[F1] [E01] batch 0120 | loss=0.9374 | acc=0.680
[F1] [E01] batch 0130 | loss=0.9923 | acc=0.656
[F1] [E01] batch 0140 | loss=0.9604 | acc=0.668
[F1] [E01] batch 0150 | loss=0.9474 | acc=0.672
[F1] [E01] batch 0160 | loss=0.9372 | acc=0.668
[F1] [E01] batch 0170 | loss=0.9591 | acc=0.633
[F1] [E01] batch 0180 | loss=0.9054 | acc=0.676
[F1] [E01] batch 0190 | loss=0.9023 | acc=0.680
[F1] [E01] batch 0200 | loss=0.8794 | acc=0.727
[F1] [E01] batch 0210 | loss=0.9016 | acc=0.703
[F1] [E01] batch 0220 | loss=0.8644 | acc=0.715
[F1] [E01] batch 0230 | loss=0.8674 | acc=0.707
[F1] [E01] batch 0240 | loss=0.8448 | acc=0.738
[F1] [E01] batch 0250 | loss=0.7780 | acc=0.750
[F1] [E01] batch 0260 | loss=0.8620 | acc=0.723
[F1] [E01] batch 0270 | loss=0.8413 | acc=0.703
[F1] [E01] batch 0280 | loss=0.8640 | acc=0.691
[F1] [E01] batch 0290 | loss=0.8911 | acc=0.695
[F1] [E01] batch 0300 | loss=0.9112 | acc=0.668
[F1] [E01] batch 0310 | loss=0.8152 | acc=0.773
[F1] [E01] batch 0320 | loss=0.8084 | acc=0.734
[F1] [E01] batch 0330 | loss=0.8101 | acc=0.727
[F1] [E01] batch 0340 | loss=0.8379 | acc=0.754
[F1] [E01] batch 0350 | loss=0.7639 | acc=0.781
[F1] [E01] batch 0360 | loss=0.7654 | acc=0.758
[F1] [E01] batch 0370 | loss=0.8752 | acc=0.727
[F1] [E01] batch 0380 | loss=0.8237 | acc=0.746
[F1] [E01] batch 0390 | loss=0.8038 | acc=0.746
[F1] [E01] batch 0400 | loss=0.8109 | acc=0.762
[F1] [E01] batch 0410 | loss=0.7710 | acc=0.766
[F1] [E01] batch 0420 | loss=0.7700 | acc=0.750
[F1] [E01] batch 0430 | loss=0.8207 | acc=0.703
[F1] [E01] batch 0440 | loss=0.8384 | acc=0.715
[F1] [E01] batch 0450 | loss=0.7824 | acc=0.750
[F1] [E01] batch 0460 | loss=0.8200 | acc=0.742
[F1] [E01] batch 0470 | loss=0.7616 | acc=0.770
[F1] [E01] total_loss=455.251 | VAL acc=0.938 | F1=0.790 | kappa=0.858
[SAVE] best fold=1 (by VAL F1)
[F1] [E02] batch 0000 | loss=0.8018 | acc=0.734
[F1] [E02] batch 0010 | loss=0.7983 | acc=0.738
[F1] [E02] batch 0020 | loss=0.7193 | acc=0.824
[F1] [E02] batch 0030 | loss=0.7818 | acc=0.742
[F1] [E02] batch 0040 | loss=0.7893 | acc=0.734
[F1] [E02] batch 0050 | loss=0.7572 | acc=0.766
[F1] [E02] batch 0060 | loss=0.7959 | acc=0.781
[F1] [E02] batch 0070 | loss=0.7149 | acc=0.766
[F1] [E02] batch 0080 | loss=0.7651 | acc=0.742
[F1] [E02] batch 0090 | loss=0.7566 | acc=0.758
[F1] [E02] batch 0100 | loss=0.8034 | acc=0.738
[F1] [E02] batch 0110 | loss=0.7544 | acc=0.789
[F1] [E02] batch 0120 | loss=0.8703 | acc=0.680
[F1] [E02] batch 0130 | loss=0.7233 | acc=0.797
[F1] [E02] batch 0140 | loss=0.7828 | acc=0.730
[F1] [E02] batch 0150 | loss=0.7836 | acc=0.754
[F1] [E02] batch 0160 | loss=0.7462 | acc=0.762
[F1] [E02] batch 0170 | loss=0.7478 | acc=0.785
[F1] [E02] batch 0180 | loss=0.7814 | acc=0.703
[F1] [E02] batch 0190 | loss=0.7762 | acc=0.746
[F1] [E02] batch 0200 | loss=0.7879 | acc=0.754
[F1] [E02] batch 0210 | loss=0.7121 | acc=0.809
[F1] [E02] batch 0220 | loss=0.8284 | acc=0.711
[F1] [E02] batch 0230 | loss=0.7906 | acc=0.754
[F1] [E02] batch 0240 | loss=0.7606 | acc=0.773
[F1] [E02] batch 0250 | loss=0.7616 | acc=0.770
[F1] [E02] batch 0260 | loss=0.7694 | acc=0.758
[F1] [E02] batch 0270 | loss=0.8054 | acc=0.723
[F1] [E02] batch 0280 | loss=0.7505 | acc=0.750
[F1] [E02] batch 0290 | loss=0.7586 | acc=0.762
[F1] [E02] batch 0300 | loss=0.7692 | acc=0.789
[F1] [E02] batch 0310 | loss=0.7571 | acc=0.754
[F1] [E02] batch 0320 | loss=0.7465 | acc=0.789
[F1] [E02] batch 0330 | loss=0.8045 | acc=0.742
[F1] [E02] batch 0340 | loss=0.7595 | acc=0.730
[F1] [E02] batch 0350 | loss=0.8251 | acc=0.738
[F1] [E02] batch 0360 | loss=0.7010 | acc=0.770
[F1] [E02] batch 0370 | loss=0.7270 | acc=0.785
[F1] [E02] batch 0380 | loss=0.7783 | acc=0.715
[F1] [E02] batch 0390 | loss=0.8429 | acc=0.719
[F1] [E02] batch 0400 | loss=0.6990 | acc=0.805
[F1] [E02] batch 0410 | loss=0.7632 | acc=0.766
[F1] [E02] batch 0420 | loss=0.7016 | acc=0.809
[F1] [E02] batch 0430 | loss=0.7289 | acc=0.773
[F1] [E02] batch 0440 | loss=0.6806 | acc=0.797
[F1] [E02] batch 0450 | loss=0.7147 | acc=0.785
[F1] [E02] batch 0460 | loss=0.6925 | acc=0.793
[F1] [E02] batch 0470 | loss=0.6855 | acc=0.824
[F1] [E02] total_loss=363.526 | VAL acc=0.930 | F1=0.766 | kappa=0.835
[F1] [E03] batch 0000 | loss=0.7064 | acc=0.770
[F1] [E03] batch 0010 | loss=0.7708 | acc=0.746
[F1] [E03] batch 0020 | loss=0.7604 | acc=0.738
[F1] [E03] batch 0030 | loss=0.7796 | acc=0.707
[F1] [E03] batch 0040 | loss=0.7104 | acc=0.758
[F1] [E03] batch 0050 | loss=0.7022 | acc=0.793
[F1] [E03] batch 0060 | loss=0.7709 | acc=0.738
[F1] [E03] batch 0070 | loss=0.8619 | acc=0.719
[F1] [E03] batch 0080 | loss=0.6983 | acc=0.785
[F1] [E03] batch 0090 | loss=0.7374 | acc=0.777
[F1] [E03] batch 0100 | loss=0.7120 | acc=0.758
[F1] [E03] batch 0110 | loss=0.7093 | acc=0.793
[F1] [E03] batch 0120 | loss=0.6959 | acc=0.805
[F1] [E03] batch 0130 | loss=0.7724 | acc=0.754
[F1] [E03] batch 0140 | loss=0.8248 | acc=0.719
[F1] [E03] batch 0150 | loss=0.7841 | acc=0.723
[F1] [E03] batch 0160 | loss=0.6408 | acc=0.812
[F1] [E03] batch 0170 | loss=0.6696 | acc=0.812
[F1] [E03] batch 0180 | loss=0.7178 | acc=0.750
[F1] [E03] batch 0190 | loss=0.7460 | acc=0.758
[F1] [E03] batch 0200 | loss=0.7075 | acc=0.789
[F1] [E03] batch 0210 | loss=0.6835 | acc=0.793
[F1] [E03] batch 0220 | loss=0.7113 | acc=0.770
[F1] [E03] batch 0230 | loss=0.6875 | acc=0.773
[F1] [E03] batch 0240 | loss=0.7543 | acc=0.730
[F1] [E03] batch 0250 | loss=0.7031 | acc=0.805
[F1] [E03] batch 0260 | loss=0.7493 | acc=0.777
[F1] [E03] batch 0270 | loss=0.6632 | acc=0.809
[F1] [E03] batch 0280 | loss=0.7547 | acc=0.730
[F1] [E03] batch 0290 | loss=0.7255 | acc=0.789
[F1] [E03] batch 0300 | loss=0.7586 | acc=0.762
[F1] [E03] batch 0310 | loss=0.7535 | acc=0.758
[F1] [E03] batch 0320 | loss=0.7660 | acc=0.750
[F1] [E03] batch 0330 | loss=0.6704 | acc=0.812
[F1] [E03] batch 0340 | loss=0.7582 | acc=0.766
[F1] [E03] batch 0350 | loss=0.7387 | acc=0.785
[F1] [E03] batch 0360 | loss=0.7052 | acc=0.785
[F1] [E03] batch 0370 | loss=0.6979 | acc=0.789
[F1] [E03] batch 0380 | loss=0.7260 | acc=0.797
[F1] [E03] batch 0390 | loss=0.7459 | acc=0.715
[F1] [E03] batch 0400 | loss=0.7208 | acc=0.777
[F1] [E03] batch 0410 | loss=0.7397 | acc=0.773
[F1] [E03] batch 0420 | loss=0.6561 | acc=0.809
[F1] [E03] batch 0430 | loss=0.7741 | acc=0.738
[F1] [E03] batch 0440 | loss=0.7620 | acc=0.750
[F1] [E03] batch 0450 | loss=0.7487 | acc=0.750
[F1] [E03] batch 0460 | loss=0.7449 | acc=0.773
[F1] [E03] batch 0470 | loss=0.7481 | acc=0.777
[F1] [E03] total_loss=351.065 | VAL acc=0.931 | F1=0.769 | kappa=0.842
[F1] [E04] batch 0000 | loss=0.6745 | acc=0.809
[F1] [E04] batch 0010 | loss=0.7397 | acc=0.785
[F1] [E04] batch 0020 | loss=0.8235 | acc=0.746
[F1] [E04] batch 0030 | loss=0.7482 | acc=0.766
[F1] [E04] batch 0040 | loss=0.7432 | acc=0.762
[F1] [E04] batch 0050 | loss=0.7629 | acc=0.738
[F1] [E04] batch 0060 | loss=0.7471 | acc=0.750
[F1] [E04] batch 0070 | loss=0.7342 | acc=0.730
[F1] [E04] batch 0080 | loss=0.6533 | acc=0.797
[F1] [E04] batch 0090 | loss=0.7293 | acc=0.770
[F1] [E04] batch 0100 | loss=0.7479 | acc=0.777
[F1] [E04] batch 0110 | loss=0.7148 | acc=0.785
[F1] [E04] batch 0120 | loss=0.7607 | acc=0.754
[F1] [E04] batch 0130 | loss=0.6415 | acc=0.816
[F1] [E04] batch 0140 | loss=0.7768 | acc=0.742
[F1] [E04] batch 0150 | loss=0.6712 | acc=0.828
[F1] [E04] batch 0160 | loss=0.7125 | acc=0.777
[F1] [E04] batch 0170 | loss=0.7026 | acc=0.797
[F1] [E04] batch 0180 | loss=0.7575 | acc=0.770
[F1] [E04] batch 0190 | loss=0.7330 | acc=0.770
[F1] [E04] batch 0200 | loss=0.6711 | acc=0.809
[F1] [E04] batch 0210 | loss=0.6926 | acc=0.770
[F1] [E04] batch 0220 | loss=0.7488 | acc=0.766
[F1] [E04] batch 0230 | loss=0.7013 | acc=0.773
[F1] [E04] batch 0240 | loss=0.7155 | acc=0.781
[F1] [E04] batch 0250 | loss=0.7127 | acc=0.797
[F1] [E04] batch 0260 | loss=0.7023 | acc=0.773
[F1] [E04] batch 0270 | loss=0.7513 | acc=0.723
[F1] [E04] batch 0280 | loss=0.7114 | acc=0.785
[F1] [E04] batch 0290 | loss=0.7846 | acc=0.730
[F1] [E04] batch 0300 | loss=0.7622 | acc=0.730
[F1] [E04] batch 0310 | loss=0.7359 | acc=0.773
[F1] [E04] batch 0320 | loss=0.7339 | acc=0.793
[F1] [E04] batch 0330 | loss=0.6902 | acc=0.773
[F1] [E04] batch 0340 | loss=0.7707 | acc=0.742
[F1] [E04] batch 0350 | loss=0.6742 | acc=0.812
[F1] [E04] batch 0360 | loss=0.7398 | acc=0.770
[F1] [E04] batch 0370 | loss=0.7192 | acc=0.789
[F1] [E04] batch 0380 | loss=0.7984 | acc=0.730
[F1] [E04] batch 0390 | loss=0.7124 | acc=0.797
[F1] [E04] batch 0400 | loss=0.6853 | acc=0.777
[F1] [E04] batch 0410 | loss=0.7424 | acc=0.750
[F1] [E04] batch 0420 | loss=0.7271 | acc=0.758
[F1] [E04] batch 0430 | loss=0.6953 | acc=0.793
[F1] [E04] batch 0440 | loss=0.7237 | acc=0.797
[F1] [E04] batch 0450 | loss=0.7411 | acc=0.773
[F1] [E04] batch 0460 | loss=0.7157 | acc=0.770
[F1] [E04] batch 0470 | loss=0.7166 | acc=0.777
[F1] [E04] total_loss=343.407 | VAL acc=0.939 | F1=0.786 | kappa=0.859
[F1] [E05] batch 0000 | loss=0.6713 | acc=0.809
[F1] [E05] batch 0010 | loss=0.7391 | acc=0.750
[F1] [E05] batch 0020 | loss=0.6734 | acc=0.797
[F1] [E05] batch 0030 | loss=0.7583 | acc=0.727
[F1] [E05] batch 0040 | loss=0.7472 | acc=0.770
[F1] [E05] batch 0050 | loss=0.7427 | acc=0.754
[F1] [E05] batch 0060 | loss=0.7309 | acc=0.797
[F1] [E05] batch 0070 | loss=0.6629 | acc=0.840
[F1] [E05] batch 0080 | loss=0.7325 | acc=0.766
[F1] [E05] batch 0090 | loss=0.7069 | acc=0.805
[F1] [E05] batch 0100 | loss=0.7512 | acc=0.773
[F1] [E05] batch 0110 | loss=0.6325 | acc=0.859
[F1] [E05] batch 0120 | loss=0.7300 | acc=0.754
[F1] [E05] batch 0130 | loss=0.7521 | acc=0.758
[F1] [E05] batch 0140 | loss=0.7087 | acc=0.785
[F1] [E05] batch 0150 | loss=0.6808 | acc=0.809
[F1] [E05] batch 0160 | loss=0.6742 | acc=0.812
[F1] [E05] batch 0170 | loss=0.7024 | acc=0.812
[F1] [E05] batch 0180 | loss=0.7070 | acc=0.793
[F1] [E05] batch 0190 | loss=0.7211 | acc=0.766
[F1] [E05] batch 0200 | loss=0.6867 | acc=0.801
[F1] [E05] batch 0210 | loss=0.7434 | acc=0.758
[F1] [E05] batch 0220 | loss=0.7311 | acc=0.766
[F1] [E05] batch 0230 | loss=0.7285 | acc=0.762
[F1] [E05] batch 0240 | loss=0.6714 | acc=0.789
[F1] [E05] batch 0250 | loss=0.6619 | acc=0.820
[F1] [E05] batch 0260 | loss=0.7327 | acc=0.766
