[CV] k=5 fold=2
[CV] TRAIN subjects (40): ['SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0', 'SC4031E0'] ...
[CV] VAL   subjects (1):   ['SC4002E0']
[CV] TEST  subjects (10):  ['SC4001E0', 'SC4042E0', 'SC4052E0', 'SC4081E0', 'SC4122E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F2] [E01] batch 0000 | loss=1.6313 | acc=0.215
[F2] [E01] batch 0010 | loss=1.5296 | acc=0.246
[F2] [E01] batch 0020 | loss=1.4171 | acc=0.512
[F2] [E01] batch 0030 | loss=1.3550 | acc=0.500
[F2] [E01] batch 0040 | loss=1.2985 | acc=0.582
[F2] [E01] batch 0050 | loss=1.2041 | acc=0.605
[F2] [E01] batch 0060 | loss=1.1793 | acc=0.582
[F2] [E01] batch 0070 | loss=1.1421 | acc=0.562
[F2] [E01] batch 0080 | loss=1.1358 | acc=0.566
[F2] [E01] batch 0090 | loss=1.0679 | acc=0.621
[F2] [E01] batch 0100 | loss=1.0212 | acc=0.664
[F2] [E01] batch 0110 | loss=1.0825 | acc=0.586
[F2] [E01] batch 0120 | loss=0.9544 | acc=0.648
[F2] [E01] batch 0130 | loss=0.9284 | acc=0.688
[F2] [E01] batch 0140 | loss=0.9867 | acc=0.656
[F2] [E01] batch 0150 | loss=0.9213 | acc=0.742
[F2] [E01] batch 0160 | loss=0.9279 | acc=0.660
[F2] [E01] batch 0170 | loss=0.9419 | acc=0.691
[F2] [E01] batch 0180 | loss=0.8618 | acc=0.703
[F2] [E01] batch 0190 | loss=0.8889 | acc=0.703
[F2] [E01] batch 0200 | loss=0.8693 | acc=0.699
[F2] [E01] batch 0210 | loss=0.8496 | acc=0.742
[F2] [E01] batch 0220 | loss=0.8126 | acc=0.750
[F2] [E01] batch 0230 | loss=0.8241 | acc=0.738
[F2] [E01] batch 0240 | loss=0.8436 | acc=0.719
[F2] [E01] batch 0250 | loss=0.8716 | acc=0.680
[F2] [E01] batch 0260 | loss=0.8858 | acc=0.684
[F2] [E01] batch 0270 | loss=0.8339 | acc=0.715
[F2] [E01] batch 0280 | loss=0.8435 | acc=0.707
[F2] [E01] batch 0290 | loss=0.8424 | acc=0.707
[F2] [E01] batch 0300 | loss=0.7657 | acc=0.762
[F2] [E01] batch 0310 | loss=0.8496 | acc=0.750
[F2] [E01] batch 0320 | loss=0.8342 | acc=0.738
[F2] [E01] batch 0330 | loss=0.7648 | acc=0.766
[F2] [E01] batch 0340 | loss=0.8022 | acc=0.719
[F2] [E01] batch 0350 | loss=0.8083 | acc=0.738
[F2] [E01] batch 0360 | loss=0.8086 | acc=0.762
[F2] [E01] batch 0370 | loss=0.7543 | acc=0.785
[F2] [E01] batch 0380 | loss=0.8002 | acc=0.746
[F2] [E01] batch 0390 | loss=0.7599 | acc=0.746
[F2] [E01] batch 0400 | loss=0.7739 | acc=0.762
[F2] [E01] batch 0410 | loss=0.7647 | acc=0.766
[F2] [E01] batch 0420 | loss=0.8277 | acc=0.711
[F2] [E01] total_loss=406.425 | VAL acc=0.900 | F1=0.703 | kappa=0.816
[SAVE] best fold=2 (by VAL F1)
[F2] [E02] batch 0000 | loss=0.7525 | acc=0.785
[F2] [E02] batch 0010 | loss=0.7783 | acc=0.766
[F2] [E02] batch 0020 | loss=0.7680 | acc=0.773
[F2] [E02] batch 0030 | loss=0.8168 | acc=0.727
[F2] [E02] batch 0040 | loss=0.7689 | acc=0.738
[F2] [E02] batch 0050 | loss=0.8382 | acc=0.746
[F2] [E02] batch 0060 | loss=0.7353 | acc=0.785
[F2] [E02] batch 0070 | loss=0.7151 | acc=0.789
[F2] [E02] batch 0080 | loss=0.7303 | acc=0.789
[F2] [E02] batch 0090 | loss=0.7941 | acc=0.723
[F2] [E02] batch 0100 | loss=0.7914 | acc=0.777
[F2] [E02] batch 0110 | loss=0.7463 | acc=0.781
[F2] [E02] batch 0120 | loss=0.7458 | acc=0.750
[F2] [E02] batch 0130 | loss=0.7974 | acc=0.711
[F2] [E02] batch 0140 | loss=0.6847 | acc=0.793
[F2] [E02] batch 0150 | loss=0.8020 | acc=0.742
[F2] [E02] batch 0160 | loss=0.7862 | acc=0.738
[F2] [E02] batch 0170 | loss=0.7590 | acc=0.750
[F2] [E02] batch 0180 | loss=0.6794 | acc=0.793
[F2] [E02] batch 0190 | loss=0.7306 | acc=0.777
[F2] [E02] batch 0200 | loss=0.8453 | acc=0.707
[F2] [E02] batch 0210 | loss=0.7424 | acc=0.746
[F2] [E02] batch 0220 | loss=0.7891 | acc=0.699
[F2] [E02] batch 0230 | loss=0.7710 | acc=0.738
[F2] [E02] batch 0240 | loss=0.6953 | acc=0.781
[F2] [E02] batch 0250 | loss=0.7414 | acc=0.762
[F2] [E02] batch 0260 | loss=0.6956 | acc=0.797
[F2] [E02] batch 0270 | loss=0.6921 | acc=0.801
[F2] [E02] batch 0280 | loss=0.7986 | acc=0.766
[F2] [E02] batch 0290 | loss=0.7711 | acc=0.746
[F2] [E02] batch 0300 | loss=0.7051 | acc=0.770
[F2] [E02] batch 0310 | loss=0.7800 | acc=0.734
[F2] [E02] batch 0320 | loss=0.7361 | acc=0.789
[F2] [E02] batch 0330 | loss=0.8173 | acc=0.703
[F2] [E02] batch 0340 | loss=0.7699 | acc=0.730
[F2] [E02] batch 0350 | loss=0.7233 | acc=0.785
[F2] [E02] batch 0360 | loss=0.6931 | acc=0.793
[F2] [E02] batch 0370 | loss=0.6619 | acc=0.812
[F2] [E02] batch 0380 | loss=0.7873 | acc=0.750
[F2] [E02] batch 0390 | loss=0.8098 | acc=0.746
[F2] [E02] batch 0400 | loss=0.7094 | acc=0.758
[F2] [E02] batch 0410 | loss=0.7035 | acc=0.773
[F2] [E02] batch 0420 | loss=0.7082 | acc=0.801
[F2] [E02] total_loss=323.038 | VAL acc=0.905 | F1=0.705 | kappa=0.822
[SAVE] best fold=2 (by VAL F1)
[F2] [E03] batch 0000 | loss=0.7206 | acc=0.781
[F2] [E03] batch 0010 | loss=0.7226 | acc=0.766
[F2] [E03] batch 0020 | loss=0.7503 | acc=0.805
[F2] [E03] batch 0030 | loss=0.7629 | acc=0.781
[F2] [E03] batch 0040 | loss=0.7239 | acc=0.797
[F2] [E03] batch 0050 | loss=0.7571 | acc=0.766
[F2] [E03] batch 0060 | loss=0.8063 | acc=0.707
[F2] [E03] batch 0070 | loss=0.7016 | acc=0.801
[F2] [E03] batch 0080 | loss=0.7716 | acc=0.754
[F2] [E03] batch 0090 | loss=0.7212 | acc=0.801
[F2] [E03] batch 0100 | loss=0.8186 | acc=0.738
[F2] [E03] batch 0110 | loss=0.7146 | acc=0.777
[F2] [E03] batch 0120 | loss=0.7305 | acc=0.797
[F2] [E03] batch 0130 | loss=0.7572 | acc=0.762
[F2] [E03] batch 0140 | loss=0.6950 | acc=0.816
[F2] [E03] batch 0150 | loss=0.7543 | acc=0.734
[F2] [E03] batch 0160 | loss=0.7234 | acc=0.766
[F2] [E03] batch 0170 | loss=0.7509 | acc=0.734
[F2] [E03] batch 0180 | loss=0.7800 | acc=0.730
[F2] [E03] batch 0190 | loss=0.6958 | acc=0.777
[F2] [E03] batch 0200 | loss=0.7948 | acc=0.738
[F2] [E03] batch 0210 | loss=0.7653 | acc=0.750
[F2] [E03] batch 0220 | loss=0.7265 | acc=0.762
[F2] [E03] batch 0230 | loss=0.7080 | acc=0.789
[F2] [E03] batch 0240 | loss=0.6841 | acc=0.797
[F2] [E03] batch 0250 | loss=0.7721 | acc=0.734
[F2] [E03] batch 0260 | loss=0.7093 | acc=0.781
[F2] [E03] batch 0270 | loss=0.6914 | acc=0.805
[F2] [E03] batch 0280 | loss=0.7036 | acc=0.793
[F2] [E03] batch 0290 | loss=0.7141 | acc=0.781
[F2] [E03] batch 0300 | loss=0.8024 | acc=0.730
[F2] [E03] batch 0310 | loss=0.6560 | acc=0.797
[F2] [E03] batch 0320 | loss=0.7330 | acc=0.793
[F2] [E03] batch 0330 | loss=0.6971 | acc=0.773
[F2] [E03] batch 0340 | loss=0.7236 | acc=0.781
[F2] [E03] batch 0350 | loss=0.7093 | acc=0.789
[F2] [E03] batch 0360 | loss=0.7345 | acc=0.770
[F2] [E03] batch 0370 | loss=0.7166 | acc=0.781
[F2] [E03] batch 0380 | loss=0.7133 | acc=0.766
[F2] [E03] batch 0390 | loss=0.6828 | acc=0.816
[F2] [E03] batch 0400 | loss=0.8033 | acc=0.742
[F2] [E03] batch 0410 | loss=0.7681 | acc=0.723
[F2] [E03] batch 0420 | loss=0.6631 | acc=0.828
[F2] [E03] total_loss=309.992 | VAL acc=0.908 | F1=0.746 | kappa=0.831
[SAVE] best fold=2 (by VAL F1)
[F2] [E04] batch 0000 | loss=0.7516 | acc=0.750
[F2] [E04] batch 0010 | loss=0.7264 | acc=0.770
[F2] [E04] batch 0020 | loss=0.6947 | acc=0.773
[F2] [E04] batch 0030 | loss=0.7653 | acc=0.742
[F2] [E04] batch 0040 | loss=0.7397 | acc=0.754
[F2] [E04] batch 0050 | loss=0.6784 | acc=0.828
[F2] [E04] batch 0060 | loss=0.7632 | acc=0.773
[F2] [E04] batch 0070 | loss=0.7380 | acc=0.777
[F2] [E04] batch 0080 | loss=0.6704 | acc=0.797
[F2] [E04] batch 0090 | loss=0.6563 | acc=0.816
[F2] [E04] batch 0100 | loss=0.6627 | acc=0.816
[F2] [E04] batch 0110 | loss=0.6451 | acc=0.836
[F2] [E04] batch 0120 | loss=0.6961 | acc=0.793
[F2] [E04] batch 0130 | loss=0.7286 | acc=0.750
[F2] [E04] batch 0140 | loss=0.7120 | acc=0.793
[F2] [E04] batch 0150 | loss=0.7863 | acc=0.758
[F2] [E04] batch 0160 | loss=0.6813 | acc=0.816
[F2] [E04] batch 0170 | loss=0.7187 | acc=0.754
[F2] [E04] batch 0180 | loss=0.6599 | acc=0.797
[F2] [E04] batch 0190 | loss=0.7122 | acc=0.785
[F2] [E04] batch 0200 | loss=0.7391 | acc=0.742
[F2] [E04] batch 0210 | loss=0.7330 | acc=0.762
[F2] [E04] batch 0220 | loss=0.7179 | acc=0.789
[F2] [E04] batch 0230 | loss=0.8108 | acc=0.738
[F2] [E04] batch 0240 | loss=0.7118 | acc=0.781
[F2] [E04] batch 0250 | loss=0.7372 | acc=0.762
[F2] [E04] batch 0260 | loss=0.7540 | acc=0.770
[F2] [E04] batch 0270 | loss=0.7409 | acc=0.758
[F2] [E04] batch 0280 | loss=0.7407 | acc=0.781
[F2] [E04] batch 0290 | loss=0.6989 | acc=0.797
[F2] [E04] batch 0300 | loss=0.7930 | acc=0.734
