[CV] k=10 fold=7
[CV] TRAIN subjects (45): ['SC4002E0', 'SC4012E0', 'SC4021E0', 'SC4022E0', 'SC4031E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (5):  ['SC4011E0', 'SC4112E0', 'SC4181E0', 'SC4201E0', 'SC4211E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F7] [E01] batch 0000 | loss=1.6605 | acc=0.188
[F7] [E01] batch 0010 | loss=1.5131 | acc=0.277
[F7] [E01] batch 0020 | loss=1.4210 | acc=0.488
[F7] [E01] batch 0030 | loss=1.3912 | acc=0.473
[F7] [E01] batch 0040 | loss=1.3081 | acc=0.520
[F7] [E01] batch 0050 | loss=1.2279 | acc=0.594
[F7] [E01] batch 0060 | loss=1.2335 | acc=0.512
[F7] [E01] batch 0070 | loss=1.1773 | acc=0.578
[F7] [E01] batch 0080 | loss=1.1447 | acc=0.598
[F7] [E01] batch 0090 | loss=1.0930 | acc=0.602
[F7] [E01] batch 0100 | loss=1.0147 | acc=0.691
[F7] [E01] batch 0110 | loss=0.9961 | acc=0.641
[F7] [E01] batch 0120 | loss=1.0681 | acc=0.621
[F7] [E01] batch 0130 | loss=1.0091 | acc=0.613
[F7] [E01] batch 0140 | loss=0.9548 | acc=0.691
[F7] [E01] batch 0150 | loss=0.9914 | acc=0.660
[F7] [E01] batch 0160 | loss=0.9180 | acc=0.676
[F7] [E01] batch 0170 | loss=0.9097 | acc=0.723
[F7] [E01] batch 0180 | loss=0.9708 | acc=0.633
[F7] [E01] batch 0190 | loss=0.8955 | acc=0.734
[F7] [E01] batch 0200 | loss=0.8035 | acc=0.730
[F7] [E01] batch 0210 | loss=0.8909 | acc=0.715
[F7] [E01] batch 0220 | loss=0.8465 | acc=0.703
[F7] [E01] batch 0230 | loss=0.8710 | acc=0.691
[F7] [E01] batch 0240 | loss=0.8860 | acc=0.711
[F7] [E01] batch 0250 | loss=0.8103 | acc=0.762
[F7] [E01] batch 0260 | loss=0.8680 | acc=0.680
[F7] [E01] batch 0270 | loss=0.9008 | acc=0.684
[F7] [E01] batch 0280 | loss=0.8377 | acc=0.711
[F7] [E01] batch 0290 | loss=0.8588 | acc=0.723
[F7] [E01] batch 0300 | loss=0.8766 | acc=0.715
[F7] [E01] batch 0310 | loss=0.8248 | acc=0.695
[F7] [E01] batch 0320 | loss=0.8323 | acc=0.719
[F7] [E01] batch 0330 | loss=0.8404 | acc=0.711
[F7] [E01] batch 0340 | loss=0.7774 | acc=0.762
[F7] [E01] batch 0350 | loss=0.7692 | acc=0.742
[F7] [E01] batch 0360 | loss=0.8086 | acc=0.770
[F7] [E01] batch 0370 | loss=0.7946 | acc=0.758
[F7] [E01] batch 0380 | loss=0.7937 | acc=0.719
[F7] [E01] batch 0390 | loss=0.7983 | acc=0.746
[F7] [E01] batch 0400 | loss=0.8724 | acc=0.680
[F7] [E01] batch 0410 | loss=0.7650 | acc=0.762
[F7] [E01] batch 0420 | loss=0.8073 | acc=0.738
[F7] [E01] batch 0430 | loss=0.7946 | acc=0.711
[F7] [E01] batch 0440 | loss=0.7690 | acc=0.762
[F7] [E01] batch 0450 | loss=0.7593 | acc=0.777
