[CV] k=10 fold=8
[CV] TRAIN subjects (45): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (5):  ['SC4051E0', 'SC4091E0', 'SC4101E0', 'SC4111E0', 'SC4252E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F8] [E01] batch 0000 | loss=1.6242 | acc=0.219
[F8] [E01] batch 0010 | loss=1.5086 | acc=0.273
[F8] [E01] batch 0020 | loss=1.4123 | acc=0.477
[F8] [E01] batch 0030 | loss=1.3438 | acc=0.535
[F8] [E01] batch 0040 | loss=1.2710 | acc=0.562
[F8] [E01] batch 0050 | loss=1.2153 | acc=0.578
[F8] [E01] batch 0060 | loss=1.2107 | acc=0.551
[F8] [E01] batch 0070 | loss=1.1108 | acc=0.598
[F8] [E01] batch 0080 | loss=1.1049 | acc=0.629
[F8] [E01] batch 0090 | loss=1.0377 | acc=0.641
[F8] [E01] batch 0100 | loss=1.0132 | acc=0.652
[F8] [E01] batch 0110 | loss=1.0318 | acc=0.621
[F8] [E01] batch 0120 | loss=0.9878 | acc=0.641
[F8] [E01] batch 0130 | loss=0.9529 | acc=0.691
[F8] [E01] batch 0140 | loss=0.8995 | acc=0.719
[F8] [E01] batch 0150 | loss=0.9825 | acc=0.652
[F8] [E01] batch 0160 | loss=0.8850 | acc=0.691
[F8] [E01] batch 0170 | loss=0.9382 | acc=0.645
[F8] [E01] batch 0180 | loss=0.8867 | acc=0.703
[F8] [E01] batch 0190 | loss=0.8894 | acc=0.668
[F8] [E01] batch 0200 | loss=0.8891 | acc=0.680
[F8] [E01] batch 0210 | loss=0.9341 | acc=0.684
[F8] [E01] batch 0220 | loss=0.8742 | acc=0.699
[F8] [E01] batch 0230 | loss=0.8003 | acc=0.762
[F8] [E01] batch 0240 | loss=0.8923 | acc=0.688
[F8] [E01] batch 0250 | loss=0.9016 | acc=0.668
[F8] [E01] batch 0260 | loss=0.7718 | acc=0.750
[F8] [E01] batch 0270 | loss=0.8801 | acc=0.688
[F8] [E01] batch 0280 | loss=0.8733 | acc=0.676
[F8] [E01] batch 0290 | loss=0.7909 | acc=0.758
[F8] [E01] batch 0300 | loss=0.7423 | acc=0.812
[F8] [E01] batch 0310 | loss=0.8035 | acc=0.727
[F8] [E01] batch 0320 | loss=0.7806 | acc=0.727
[F8] [E01] batch 0330 | loss=0.7948 | acc=0.750
[F8] [E01] batch 0340 | loss=0.8217 | acc=0.723
[F8] [E01] batch 0350 | loss=0.8179 | acc=0.742
[F8] [E01] batch 0360 | loss=0.8664 | acc=0.711
[F8] [E01] batch 0370 | loss=0.7705 | acc=0.789
[F8] [E01] batch 0380 | loss=0.7569 | acc=0.762
[F8] [E01] batch 0390 | loss=0.7855 | acc=0.773
[F8] [E01] batch 0400 | loss=0.7564 | acc=0.734
[F8] [E01] batch 0410 | loss=0.7716 | acc=0.773
[F8] [E01] batch 0420 | loss=0.7991 | acc=0.742
[F8] [E01] batch 0430 | loss=0.7561 | acc=0.789
[F8] [E01] batch 0440 | loss=0.7703 | acc=0.762
[F8] [E01] batch 0450 | loss=0.7629 | acc=0.750
[F8] [E01] batch 0460 | loss=0.7387 | acc=0.797
[F8] [E01] batch 0470 | loss=0.7660 | acc=0.742
[F8] [E01] batch 0480 | loss=0.8545 | acc=0.672
[F8] [E01] total_loss=447.966 | VAL acc=0.919 | F1=0.693 | kappa=0.812
[SAVE] best fold=8 (by VAL F1)
[F8] [E02] batch 0000 | loss=0.7304 | acc=0.766
[F8] [E02] batch 0010 | loss=0.7076 | acc=0.789
[F8] [E02] batch 0020 | loss=0.7136 | acc=0.812
[F8] [E02] batch 0030 | loss=0.7396 | acc=0.773
[F8] [E02] batch 0040 | loss=0.7645 | acc=0.758
[F8] [E02] batch 0050 | loss=0.7564 | acc=0.754
[F8] [E02] batch 0060 | loss=0.7296 | acc=0.789
[F8] [E02] batch 0070 | loss=0.7815 | acc=0.711
[F8] [E02] batch 0080 | loss=0.7701 | acc=0.746
[F8] [E02] batch 0090 | loss=0.7819 | acc=0.738
[F8] [E02] batch 0100 | loss=0.6776 | acc=0.789
[F8] [E02] batch 0110 | loss=0.7713 | acc=0.770
[F8] [E02] batch 0120 | loss=0.7294 | acc=0.793
[F8] [E02] batch 0130 | loss=0.7881 | acc=0.746
[F8] [E02] batch 0140 | loss=0.7447 | acc=0.762
[F8] [E02] batch 0150 | loss=0.7533 | acc=0.746
[F8] [E02] batch 0160 | loss=0.7810 | acc=0.746
[F8] [E02] batch 0170 | loss=0.7265 | acc=0.777
[F8] [E02] batch 0180 | loss=0.7162 | acc=0.770
[F8] [E02] batch 0190 | loss=0.7261 | acc=0.770
[F8] [E02] batch 0200 | loss=0.6947 | acc=0.809
[F8] [E02] batch 0210 | loss=0.6756 | acc=0.809
[F8] [E02] batch 0220 | loss=0.7655 | acc=0.762
[F8] [E02] batch 0230 | loss=0.7580 | acc=0.754
[F8] [E02] batch 0240 | loss=0.6806 | acc=0.824
[F8] [E02] batch 0250 | loss=0.7479 | acc=0.758
[F8] [E02] batch 0260 | loss=0.7404 | acc=0.746
[F8] [E02] batch 0270 | loss=0.7433 | acc=0.758
[F8] [E02] batch 0280 | loss=0.7664 | acc=0.773
[F8] [E02] batch 0290 | loss=0.7457 | acc=0.750
[F8] [E02] batch 0300 | loss=0.7148 | acc=0.777
[F8] [E02] batch 0310 | loss=0.7170 | acc=0.773
[F8] [E02] batch 0320 | loss=0.7368 | acc=0.781
[F8] [E02] batch 0330 | loss=0.7250 | acc=0.789
[F8] [E02] batch 0340 | loss=0.7082 | acc=0.797
[F8] [E02] batch 0350 | loss=0.6986 | acc=0.793
[F8] [E02] batch 0360 | loss=0.7015 | acc=0.805
[F8] [E02] batch 0370 | loss=0.7203 | acc=0.781
[F8] [E02] batch 0380 | loss=0.7408 | acc=0.797
[F8] [E02] batch 0390 | loss=0.7254 | acc=0.797
[F8] [E02] batch 0400 | loss=0.6637 | acc=0.824
[F8] [E02] batch 0410 | loss=0.7369 | acc=0.750
[F8] [E02] batch 0420 | loss=0.7649 | acc=0.801
[F8] [E02] batch 0430 | loss=0.7354 | acc=0.773
[F8] [E02] batch 0440 | loss=0.7582 | acc=0.777
[F8] [E02] batch 0450 | loss=0.7471 | acc=0.766
[F8] [E02] batch 0460 | loss=0.7785 | acc=0.742
[F8] [E02] batch 0470 | loss=0.7091 | acc=0.762
[F8] [E02] batch 0480 | loss=0.7176 | acc=0.705
[F8] [E02] total_loss=358.168 | VAL acc=0.938 | F1=0.771 | kappa=0.856
[SAVE] best fold=8 (by VAL F1)
[F8] [E03] batch 0000 | loss=0.6906 | acc=0.789
[F8] [E03] batch 0010 | loss=0.7280 | acc=0.785
[F8] [E03] batch 0020 | loss=0.7358 | acc=0.781
[F8] [E03] batch 0030 | loss=0.6757 | acc=0.781
[F8] [E03] batch 0040 | loss=0.7691 | acc=0.781
[F8] [E03] batch 0050 | loss=0.7251 | acc=0.777
[F8] [E03] batch 0060 | loss=0.7355 | acc=0.777
[F8] [E03] batch 0070 | loss=0.6811 | acc=0.820
[F8] [E03] batch 0080 | loss=0.7523 | acc=0.742
[F8] [E03] batch 0090 | loss=0.7125 | acc=0.789
[F8] [E03] batch 0100 | loss=0.7187 | acc=0.773
[F8] [E03] batch 0110 | loss=0.7268 | acc=0.773
[F8] [E03] batch 0120 | loss=0.7403 | acc=0.770
[F8] [E03] batch 0130 | loss=0.6480 | acc=0.824
[F8] [E03] batch 0140 | loss=0.7236 | acc=0.777
[F8] [E03] batch 0150 | loss=0.7164 | acc=0.809
[F8] [E03] batch 0160 | loss=0.7189 | acc=0.785
[F8] [E03] batch 0170 | loss=0.7135 | acc=0.793
[F8] [E03] batch 0180 | loss=0.7048 | acc=0.793
[F8] [E03] batch 0190 | loss=0.7377 | acc=0.746
[F8] [E03] batch 0200 | loss=0.7545 | acc=0.742
[F8] [E03] batch 0210 | loss=0.6635 | acc=0.809
[F8] [E03] batch 0220 | loss=0.7280 | acc=0.785
[F8] [E03] batch 0230 | loss=0.7315 | acc=0.785
[F8] [E03] batch 0240 | loss=0.6791 | acc=0.824
[F8] [E03] batch 0250 | loss=0.6662 | acc=0.809
[F8] [E03] batch 0260 | loss=0.8106 | acc=0.773
