[CV] k=5 fold=0
[CV] TRAIN subjects (39): ['SC4002E0', 'SC4011E0', 'SC4021E0', 'SC4022E0', 'SC4031E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (11):  ['SC4012E0', 'SC4061E0', 'SC4062E0', 'SC4082E0', 'SC4121E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F0] [E01] batch 0000 | loss=1.6442 | acc=0.203
[F0] [E01] batch 0010 | loss=1.5256 | acc=0.281
[F0] [E01] batch 0020 | loss=1.4568 | acc=0.418
[F0] [E01] batch 0030 | loss=1.3685 | acc=0.535
[F0] [E01] batch 0040 | loss=1.3010 | acc=0.543
[F0] [E01] batch 0050 | loss=1.2194 | acc=0.566
[F0] [E01] batch 0060 | loss=1.1991 | acc=0.555
[F0] [E01] batch 0070 | loss=1.1002 | acc=0.645
[F0] [E01] batch 0080 | loss=1.1353 | acc=0.590
[F0] [E01] batch 0090 | loss=1.0339 | acc=0.684
[F0] [E01] batch 0100 | loss=1.0891 | acc=0.582
[F0] [E01] batch 0110 | loss=1.0123 | acc=0.629
[F0] [E01] batch 0120 | loss=0.9337 | acc=0.664
[F0] [E01] batch 0130 | loss=0.9465 | acc=0.656
[F0] [E01] batch 0140 | loss=0.9370 | acc=0.684
[F0] [E01] batch 0150 | loss=0.9383 | acc=0.695
[F0] [E01] batch 0160 | loss=0.9099 | acc=0.699
[F0] [E01] batch 0170 | loss=0.9728 | acc=0.676
[F0] [E01] batch 0180 | loss=0.8751 | acc=0.715
[F0] [E01] batch 0190 | loss=0.9271 | acc=0.676
[F0] [E01] batch 0200 | loss=0.8764 | acc=0.684
[F0] [E01] batch 0210 | loss=0.8964 | acc=0.707
[F0] [E01] batch 0220 | loss=0.9114 | acc=0.699
[F0] [E01] batch 0230 | loss=0.8584 | acc=0.711
[F0] [E01] batch 0240 | loss=0.8455 | acc=0.746
[F0] [E01] batch 0250 | loss=0.8744 | acc=0.660
[F0] [E01] batch 0260 | loss=0.8322 | acc=0.711
[F0] [E01] batch 0270 | loss=0.8826 | acc=0.664
[F0] [E01] batch 0280 | loss=0.8482 | acc=0.715
[F0] [E01] batch 0290 | loss=0.8453 | acc=0.719
[F0] [E01] batch 0300 | loss=0.8358 | acc=0.758
[F0] [E01] batch 0310 | loss=0.7754 | acc=0.785
[F0] [E01] batch 0320 | loss=0.8274 | acc=0.738
[F0] [E01] batch 0330 | loss=0.7783 | acc=0.770
[F0] [E01] batch 0340 | loss=0.8572 | acc=0.715
[F0] [E01] batch 0350 | loss=0.8194 | acc=0.730
[F0] [E01] batch 0360 | loss=0.7766 | acc=0.754
[F0] [E01] batch 0370 | loss=0.7926 | acc=0.727
[F0] [E01] batch 0380 | loss=0.7335 | acc=0.758
[F0] [E01] batch 0390 | loss=0.7491 | acc=0.793
[F0] [E01] batch 0400 | loss=0.7551 | acc=0.766
[F0] [E01] batch 0410 | loss=0.8128 | acc=0.762
[F0] [E01] total_loss=399.673 | VAL acc=0.927 | F1=0.757 | kappa=0.831
[SAVE] best fold=0 (by VAL F1)
[F0] [E02] batch 0000 | loss=0.8017 | acc=0.730
[F0] [E02] batch 0010 | loss=0.7648 | acc=0.758
[F0] [E02] batch 0020 | loss=0.8136 | acc=0.777
[F0] [E02] batch 0030 | loss=0.7836 | acc=0.738
[F0] [E02] batch 0040 | loss=0.7956 | acc=0.746
[F0] [E02] batch 0050 | loss=0.7871 | acc=0.730
[F0] [E02] batch 0060 | loss=0.7937 | acc=0.738
[F0] [E02] batch 0070 | loss=0.7936 | acc=0.730
[F0] [E02] batch 0080 | loss=0.8092 | acc=0.730
[F0] [E02] batch 0090 | loss=0.7427 | acc=0.781
[F0] [E02] batch 0100 | loss=0.7999 | acc=0.715
[F0] [E02] batch 0110 | loss=0.8024 | acc=0.742
[F0] [E02] batch 0120 | loss=0.7630 | acc=0.758
[F0] [E02] batch 0130 | loss=0.7868 | acc=0.758
[F0] [E02] batch 0140 | loss=0.7343 | acc=0.770
[F0] [E02] batch 0150 | loss=0.7835 | acc=0.750
[F0] [E02] batch 0160 | loss=0.7657 | acc=0.742
[F0] [E02] batch 0170 | loss=0.7182 | acc=0.762
[F0] [E02] batch 0180 | loss=0.7600 | acc=0.754
[F0] [E02] batch 0190 | loss=0.8045 | acc=0.727
[F0] [E02] batch 0200 | loss=0.7454 | acc=0.766
[F0] [E02] batch 0210 | loss=0.7675 | acc=0.742
[F0] [E02] batch 0220 | loss=0.7361 | acc=0.762
[F0] [E02] batch 0230 | loss=0.6857 | acc=0.809
[F0] [E02] batch 0240 | loss=0.7334 | acc=0.746
[F0] [E02] batch 0250 | loss=0.7423 | acc=0.785
[F0] [E02] batch 0260 | loss=0.7682 | acc=0.777
[F0] [E02] batch 0270 | loss=0.7999 | acc=0.746
[F0] [E02] batch 0280 | loss=0.7131 | acc=0.770
[F0] [E02] batch 0290 | loss=0.7099 | acc=0.777
[F0] [E02] batch 0300 | loss=0.7892 | acc=0.777
[F0] [E02] batch 0310 | loss=0.8095 | acc=0.723
[F0] [E02] batch 0320 | loss=0.7428 | acc=0.754
[F0] [E02] batch 0330 | loss=0.7415 | acc=0.742
[F0] [E02] batch 0340 | loss=0.7387 | acc=0.750
[F0] [E02] batch 0350 | loss=0.7403 | acc=0.785
[F0] [E02] batch 0360 | loss=0.7602 | acc=0.762
[F0] [E02] batch 0370 | loss=0.6785 | acc=0.809
[F0] [E02] batch 0380 | loss=0.7593 | acc=0.758
[F0] [E02] batch 0390 | loss=0.7165 | acc=0.773
[F0] [E02] batch 0400 | loss=0.7028 | acc=0.797
[F0] [E02] batch 0410 | loss=0.6840 | acc=0.809
