[CV] k=10 fold=6
[CV] TRAIN subjects (45): ['SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4031E0', 'SC4032E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (5):  ['SC4002E0', 'SC4022E0', 'SC4102E0', 'SC4151E0', 'SC4191E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F6] [E01] batch 0000 | loss=1.6855 | acc=0.148
[F6] [E01] batch 0010 | loss=1.5272 | acc=0.262
[F6] [E01] batch 0020 | loss=1.4206 | acc=0.504
[F6] [E01] batch 0030 | loss=1.3110 | acc=0.516
[F6] [E01] batch 0040 | loss=1.2892 | acc=0.559
[F6] [E01] batch 0050 | loss=1.2056 | acc=0.582
[F6] [E01] batch 0060 | loss=1.2114 | acc=0.535
[F6] [E01] batch 0070 | loss=1.1427 | acc=0.609
[F6] [E01] batch 0080 | loss=1.1179 | acc=0.570
[F6] [E01] batch 0090 | loss=1.1220 | acc=0.559
[F6] [E01] batch 0100 | loss=1.0237 | acc=0.660
[F6] [E01] batch 0110 | loss=1.0172 | acc=0.656
[F6] [E01] batch 0120 | loss=1.0007 | acc=0.664
[F6] [E01] batch 0130 | loss=0.9498 | acc=0.688
[F6] [E01] batch 0140 | loss=0.9605 | acc=0.684
[F6] [E01] batch 0150 | loss=0.9245 | acc=0.703
[F6] [E01] batch 0160 | loss=0.8659 | acc=0.707
[F6] [E01] batch 0170 | loss=0.9742 | acc=0.621
[F6] [E01] batch 0180 | loss=0.9328 | acc=0.684
[F6] [E01] batch 0190 | loss=0.8576 | acc=0.711
[F6] [E01] batch 0200 | loss=0.9815 | acc=0.637
[F6] [E01] batch 0210 | loss=0.8221 | acc=0.727
[F6] [E01] batch 0220 | loss=0.8655 | acc=0.723
[F6] [E01] batch 0230 | loss=0.8949 | acc=0.695
[F6] [E01] batch 0240 | loss=0.8314 | acc=0.719
[F6] [E01] batch 0250 | loss=0.8427 | acc=0.738
[F6] [E01] batch 0260 | loss=0.8461 | acc=0.734
[F6] [E01] batch 0270 | loss=0.8338 | acc=0.711
[F6] [E01] batch 0280 | loss=0.8572 | acc=0.711
[F6] [E01] batch 0290 | loss=0.8207 | acc=0.695
[F6] [E01] batch 0300 | loss=0.8292 | acc=0.723
[F6] [E01] batch 0310 | loss=0.8392 | acc=0.727
[F6] [E01] batch 0320 | loss=0.8411 | acc=0.715
[F6] [E01] batch 0330 | loss=0.8195 | acc=0.730
[F6] [E01] batch 0340 | loss=0.8834 | acc=0.680
[F6] [E01] batch 0350 | loss=0.8341 | acc=0.723
[F6] [E01] batch 0360 | loss=0.8541 | acc=0.691
[F6] [E01] batch 0370 | loss=0.8732 | acc=0.711
[F6] [E01] batch 0380 | loss=0.8187 | acc=0.707
[F6] [E01] batch 0390 | loss=0.8107 | acc=0.742
[F6] [E01] batch 0400 | loss=0.8038 | acc=0.746
[F6] [E01] batch 0410 | loss=0.7957 | acc=0.762
[F6] [E01] batch 0420 | loss=0.8301 | acc=0.727
[F6] [E01] batch 0430 | loss=0.8400 | acc=0.695
[F6] [E01] batch 0440 | loss=0.8151 | acc=0.742
[F6] [E01] batch 0450 | loss=0.7690 | acc=0.738
[F6] [E01] batch 0460 | loss=0.8072 | acc=0.738
[F6] [E01] batch 0470 | loss=0.8011 | acc=0.742
[F6] [E01] total_loss=455.603 | VAL acc=0.933 | F1=0.758 | kappa=0.844
[SAVE] best fold=6 (by VAL F1)
[F6] [E02] batch 0000 | loss=0.7309 | acc=0.777
[F6] [E02] batch 0010 | loss=0.8007 | acc=0.703
[F6] [E02] batch 0020 | loss=0.7989 | acc=0.699
[F6] [E02] batch 0030 | loss=0.7295 | acc=0.789
[F6] [E02] batch 0040 | loss=0.7975 | acc=0.723
[F6] [E02] batch 0050 | loss=0.8468 | acc=0.738
[F6] [E02] batch 0060 | loss=0.7049 | acc=0.785
[F6] [E02] batch 0070 | loss=0.7654 | acc=0.742
[F6] [E02] batch 0080 | loss=0.7890 | acc=0.738
