[CV] k=10 fold=0
[CV] TRAIN subjects (44): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (6):  ['SC4061E0', 'SC4121E0', 'SC4161E0', 'SC4202E0', 'SC4221E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F0] [E01] batch 0000 | loss=1.6801 | acc=0.160
[F0] [E01] batch 0010 | loss=1.5221 | acc=0.262
[F0] [E01] batch 0020 | loss=1.4128 | acc=0.441
[F0] [E01] batch 0030 | loss=1.3795 | acc=0.449
[F0] [E01] batch 0040 | loss=1.3098 | acc=0.539
[F0] [E01] batch 0050 | loss=1.1982 | acc=0.602
[F0] [E01] batch 0060 | loss=1.2019 | acc=0.547
[F0] [E01] batch 0070 | loss=1.1660 | acc=0.602
[F0] [E01] batch 0080 | loss=1.1930 | acc=0.539
[F0] [E01] batch 0090 | loss=1.0934 | acc=0.617
[F0] [E01] batch 0100 | loss=1.0503 | acc=0.586
[F0] [E01] batch 0110 | loss=1.0076 | acc=0.613
[F0] [E01] batch 0120 | loss=1.0059 | acc=0.633
[F0] [E01] batch 0130 | loss=0.9779 | acc=0.680
[F0] [E01] batch 0140 | loss=0.9038 | acc=0.715
[F0] [E01] batch 0150 | loss=0.9953 | acc=0.652
[F0] [E01] batch 0160 | loss=0.9034 | acc=0.699
[F0] [E01] batch 0170 | loss=0.8767 | acc=0.684
[F0] [E01] batch 0180 | loss=0.9255 | acc=0.699
[F0] [E01] batch 0190 | loss=0.8811 | acc=0.750
[F0] [E01] batch 0200 | loss=0.8688 | acc=0.715
[F0] [E01] batch 0210 | loss=0.9302 | acc=0.648
[F0] [E01] batch 0220 | loss=0.9137 | acc=0.703
[F0] [E01] batch 0230 | loss=0.8986 | acc=0.680
[F0] [E01] batch 0240 | loss=0.8569 | acc=0.707
[F0] [E01] batch 0250 | loss=0.8390 | acc=0.723
[F0] [E01] batch 0260 | loss=0.8379 | acc=0.727
[F0] [E01] batch 0270 | loss=0.8351 | acc=0.715
[F0] [E01] batch 0280 | loss=0.7626 | acc=0.762
[F0] [E01] batch 0290 | loss=0.8664 | acc=0.688
[F0] [E01] batch 0300 | loss=0.8327 | acc=0.730
[F0] [E01] batch 0310 | loss=0.7603 | acc=0.766
[F0] [E01] batch 0320 | loss=0.8290 | acc=0.734
[F0] [E01] batch 0330 | loss=0.8211 | acc=0.746
[F0] [E01] batch 0340 | loss=0.7708 | acc=0.754
[F0] [E01] batch 0350 | loss=0.8286 | acc=0.734
[F0] [E01] batch 0360 | loss=0.7679 | acc=0.793
[F0] [E01] batch 0370 | loss=0.7261 | acc=0.797
[F0] [E01] batch 0380 | loss=0.8273 | acc=0.723
[F0] [E01] batch 0390 | loss=0.8024 | acc=0.742
[F0] [E01] batch 0400 | loss=0.8100 | acc=0.746
[F0] [E01] batch 0410 | loss=0.7879 | acc=0.730
[F0] [E01] batch 0420 | loss=0.7942 | acc=0.766
[F0] [E01] batch 0430 | loss=0.7961 | acc=0.719
[F0] [E01] batch 0440 | loss=0.8048 | acc=0.734
[F0] [E01] batch 0450 | loss=0.7327 | acc=0.766
[F0] [E01] batch 0460 | loss=0.8404 | acc=0.676
[F0] [E01] batch 0470 | loss=0.7215 | acc=0.625
[F0] [E01] total_loss=442.182 | VAL acc=0.930 | F1=0.759 | kappa=0.838
[SAVE] best fold=0 (by VAL F1)
[F0] [E02] batch 0000 | loss=0.7856 | acc=0.738
[F0] [E02] batch 0010 | loss=0.7958 | acc=0.727
[F0] [E02] batch 0020 | loss=0.7432 | acc=0.750
[F0] [E02] batch 0030 | loss=0.7484 | acc=0.785
[F0] [E02] batch 0040 | loss=0.7264 | acc=0.770
[F0] [E02] batch 0050 | loss=0.8231 | acc=0.711
[F0] [E02] batch 0060 | loss=0.7539 | acc=0.773
[F0] [E02] batch 0070 | loss=0.7428 | acc=0.758
[F0] [E02] batch 0080 | loss=0.7601 | acc=0.750
[F0] [E02] batch 0090 | loss=0.8283 | acc=0.707
[F0] [E02] batch 0100 | loss=0.7734 | acc=0.762
[F0] [E02] batch 0110 | loss=0.7722 | acc=0.746
[F0] [E02] batch 0120 | loss=0.7310 | acc=0.758
[F0] [E02] batch 0130 | loss=0.8330 | acc=0.727
[F0] [E02] batch 0140 | loss=0.7295 | acc=0.766
[F0] [E02] batch 0150 | loss=0.6984 | acc=0.816
[F0] [E02] batch 0160 | loss=0.7057 | acc=0.781
[F0] [E02] batch 0170 | loss=0.7922 | acc=0.719
[F0] [E02] batch 0180 | loss=0.7455 | acc=0.770
[F0] [E02] batch 0190 | loss=0.7135 | acc=0.770
[F0] [E02] batch 0200 | loss=0.7462 | acc=0.738
