[CV] k=5 fold=4
[CV] TRAIN subjects (40): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (10):  ['SC4032E0', 'SC4051E0', 'SC4071E0', 'SC4091E0', 'SC4101E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F4] [E01] batch 0000 | loss=1.6490 | acc=0.227
[F4] [E01] batch 0010 | loss=1.5097 | acc=0.250
[F4] [E01] batch 0020 | loss=1.4075 | acc=0.516
[F4] [E01] batch 0030 | loss=1.3338 | acc=0.539
[F4] [E01] batch 0040 | loss=1.2532 | acc=0.586
[F4] [E01] batch 0050 | loss=1.2036 | acc=0.609
[F4] [E01] batch 0060 | loss=1.1943 | acc=0.598
[F4] [E01] batch 0070 | loss=1.1351 | acc=0.621
[F4] [E01] batch 0080 | loss=1.1167 | acc=0.562
[F4] [E01] batch 0090 | loss=1.0541 | acc=0.629
[F4] [E01] batch 0100 | loss=1.0571 | acc=0.590
[F4] [E01] batch 0110 | loss=1.0353 | acc=0.602
[F4] [E01] batch 0120 | loss=0.9518 | acc=0.656
[F4] [E01] batch 0130 | loss=0.9756 | acc=0.656
[F4] [E01] batch 0140 | loss=0.9402 | acc=0.645
[F4] [E01] batch 0150 | loss=0.9986 | acc=0.625
[F4] [E01] batch 0160 | loss=0.8920 | acc=0.695
[F4] [E01] batch 0170 | loss=0.8814 | acc=0.699
[F4] [E01] batch 0180 | loss=0.9156 | acc=0.637
[F4] [E01] batch 0190 | loss=0.9478 | acc=0.656
[F4] [E01] batch 0200 | loss=0.9283 | acc=0.648
[F4] [E01] batch 0210 | loss=0.8797 | acc=0.703
[F4] [E01] batch 0220 | loss=0.8483 | acc=0.711
[F4] [E01] batch 0230 | loss=0.8400 | acc=0.738
[F4] [E01] batch 0240 | loss=0.8362 | acc=0.742
[F4] [E01] batch 0250 | loss=0.8385 | acc=0.719
[F4] [E01] batch 0260 | loss=0.8407 | acc=0.707
[F4] [E01] batch 0270 | loss=0.8325 | acc=0.707
[F4] [E01] batch 0280 | loss=0.7641 | acc=0.754
[F4] [E01] batch 0290 | loss=0.8178 | acc=0.746
[F4] [E01] batch 0300 | loss=0.7715 | acc=0.742
[F4] [E01] batch 0310 | loss=0.7713 | acc=0.746
[F4] [E01] batch 0320 | loss=0.7729 | acc=0.766
[F4] [E01] batch 0330 | loss=0.7392 | acc=0.781
[F4] [E01] batch 0340 | loss=0.8320 | acc=0.723
[F4] [E01] batch 0350 | loss=0.8129 | acc=0.746
[F4] [E01] batch 0360 | loss=0.7690 | acc=0.754
[F4] [E01] batch 0370 | loss=0.8061 | acc=0.742
[F4] [E01] batch 0380 | loss=0.8291 | acc=0.703
[F4] [E01] batch 0390 | loss=0.7939 | acc=0.781
[F4] [E01] batch 0400 | loss=0.7063 | acc=0.758
[F4] [E01] batch 0410 | loss=0.8034 | acc=0.723
[F4] [E01] batch 0420 | loss=0.7798 | acc=0.758
[F4] [E01] total_loss=407.735 | VAL acc=0.937 | F1=0.759 | kappa=0.853
[SAVE] best fold=4 (by VAL F1)
[F4] [E02] batch 0000 | loss=0.7844 | acc=0.719
[F4] [E02] batch 0010 | loss=0.7889 | acc=0.727
[F4] [E02] batch 0020 | loss=0.8003 | acc=0.730
[F4] [E02] batch 0030 | loss=0.7139 | acc=0.773
[F4] [E02] batch 0040 | loss=0.8084 | acc=0.715
[F4] [E02] batch 0050 | loss=0.7500 | acc=0.777
[F4] [E02] batch 0060 | loss=0.7690 | acc=0.762
[F4] [E02] batch 0070 | loss=0.7026 | acc=0.797
[F4] [E02] batch 0080 | loss=0.7889 | acc=0.750
[F4] [E02] batch 0090 | loss=0.8283 | acc=0.734
[F4] [E02] batch 0100 | loss=0.7849 | acc=0.734
[F4] [E02] batch 0110 | loss=0.7943 | acc=0.738
[F4] [E02] batch 0120 | loss=0.8484 | acc=0.695
[F4] [E02] batch 0130 | loss=0.6953 | acc=0.832
[F4] [E02] batch 0140 | loss=0.7369 | acc=0.773
[F4] [E02] batch 0150 | loss=0.7510 | acc=0.770
[F4] [E02] batch 0160 | loss=0.6864 | acc=0.777
[F4] [E02] batch 0170 | loss=0.8597 | acc=0.691
[F4] [E02] batch 0180 | loss=0.7554 | acc=0.758
[F4] [E02] batch 0190 | loss=0.7885 | acc=0.730
[F4] [E02] batch 0200 | loss=0.7182 | acc=0.766
[F4] [E02] batch 0210 | loss=0.7077 | acc=0.781
[F4] [E02] batch 0220 | loss=0.7778 | acc=0.750
[F4] [E02] batch 0230 | loss=0.7432 | acc=0.738
[F4] [E02] batch 0240 | loss=0.7924 | acc=0.730
[F4] [E02] batch 0250 | loss=0.6657 | acc=0.793
[F4] [E02] batch 0260 | loss=0.7263 | acc=0.793
[F4] [E02] batch 0270 | loss=0.8151 | acc=0.707
[F4] [E02] batch 0280 | loss=0.7557 | acc=0.785
[F4] [E02] batch 0290 | loss=0.7472 | acc=0.758
[F4] [E02] batch 0300 | loss=0.8480 | acc=0.699
[F4] [E02] batch 0310 | loss=0.6992 | acc=0.797
[F4] [E02] batch 0320 | loss=0.7382 | acc=0.781
[F4] [E02] batch 0330 | loss=0.7763 | acc=0.738
[F4] [E02] batch 0340 | loss=0.7117 | acc=0.770
[F4] [E02] batch 0350 | loss=0.7354 | acc=0.754
[F4] [E02] batch 0360 | loss=0.7112 | acc=0.773
[F4] [E02] batch 0370 | loss=0.6650 | acc=0.828
[F4] [E02] batch 0380 | loss=0.7765 | acc=0.746
[F4] [E02] batch 0390 | loss=0.7300 | acc=0.758
[F4] [E02] batch 0400 | loss=0.7430 | acc=0.742
[F4] [E02] batch 0410 | loss=0.7056 | acc=0.773
[F4] [E02] batch 0420 | loss=0.7821 | acc=0.738
[F4] [E02] total_loss=322.903 | VAL acc=0.936 | F1=0.784 | kappa=0.851
[SAVE] best fold=4 (by VAL F1)
[F4] [E03] batch 0000 | loss=0.6887 | acc=0.777
[F4] [E03] batch 0010 | loss=0.7237 | acc=0.801
[F4] [E03] batch 0020 | loss=0.7193 | acc=0.781
[F4] [E03] batch 0030 | loss=0.6994 | acc=0.797
[F4] [E03] batch 0040 | loss=0.6996 | acc=0.781
[F4] [E03] batch 0050 | loss=0.7568 | acc=0.734
[F4] [E03] batch 0060 | loss=0.7976 | acc=0.742
[F4] [E03] batch 0070 | loss=0.7877 | acc=0.734
[F4] [E03] batch 0080 | loss=0.7820 | acc=0.754
[F4] [E03] batch 0090 | loss=0.7056 | acc=0.781
[F4] [E03] batch 0100 | loss=0.7121 | acc=0.789
[F4] [E03] batch 0110 | loss=0.6592 | acc=0.812
[F4] [E03] batch 0120 | loss=0.7240 | acc=0.762
[F4] [E03] batch 0130 | loss=0.6801 | acc=0.793
[F4] [E03] batch 0140 | loss=0.7108 | acc=0.781
[F4] [E03] batch 0150 | loss=0.6747 | acc=0.820
[F4] [E03] batch 0160 | loss=0.6988 | acc=0.797
[F4] [E03] batch 0170 | loss=0.7423 | acc=0.793
